binomial,valid,Order,sub-order,Family,max length (mm),length measure,conversion equation source*,intercept,slope,log mass,mass (g),in tree,name in tree,
Amphiglossus_spilostichus,yes,Squamata,Sauria,Scincidae,81.5,SVL,Legged Scincidae,-5.125,3.229,1.05,11.1,no,NA,
Brachymeles_hilong,yes,Squamata,Sauria,Scincidae,81.5,SVL,Legged Scincidae,-5.125,3.229,1.05,11.1,no,NA,
Dibamus_tebal,yes,Squamata,Sauria,Dibamidae,133.5,SVL,leg_reduced lizards,-4.207,2.472,1.05,11.1,no,NA,
Phyllurus_kabikabi,yes,Squamata,Sauria,Carphodactylidae,81.1,SVL,Carphodactylidae (Scharf et al. 2014),-3.445,2.353,1.05,11.2,yes,Phyllurus kabikabi,
Ctenoblepharys_adspersa,yes,Squamata,Sauria,Liolaemidae,75,SVL,Iguania,-5.033,3.243,1.05,11.2,yes,Ctenoblepharys adspersa,
Leiocephalus_greenwayi,yes,Squamata,Sauria,Leiocephalidae,75,SVL,Iguania,-5.033,3.243,1.05,11.2,no,NA,
Acanthodactylus_ahmaddisii,yes,Squamata,Sauria,Lacertidae,78.5,SVL,Lacertidae,-4.543,2.951,1.05,11.2,no,NA,
Pseudocalotes_dringi,yes,Squamata,Sauria,Agamidae,70.3,SVL,Typical Agamidae**,-4.686,3.105,1.05,11.2,no,NA,
Madascincus_arenicola,yes,Squamata,Sauria,Scincidae,81.7,SVL,Legged Scincidae,-5.125,3.229,1.05,11.2,no,NA,
Liolaemus_molinai,yes,Squamata,Sauria,Liolaemidae,70.7,SVL,"Liolaeumus, Pincheira-Donoso et al. 2011",-4.678,3.097,1.05,11.2,yes,Liolaemus molinai,
Sceloporus_palaciosi,yes,Squamata,Sauria,Phrynosomatidae,68,SVL,Phrynosomatidae,-3.855,2.677,1.05,11.2,yes,Sceloporus palaciosi,
Urosaurus_graciosus,yes,Squamata,Sauria,Phrynosomatidae,68,SVL,Phrynosomatidae,-3.855,2.677,1.05,11.2,yes,Urosaurus graciosus,
Scelotes_montispectus,yes,Squamata,Sauria,Scincidae,134,SVL,leg_reduced lizards,-4.207,2.472,1.05,11.3,yes,Scelotes montispectus,
Liolaemus_orko,yes,Squamata,Sauria,Liolaemidae,70.8,SVL,"Liolaeumus, Pincheira-Donoso et al. 2011",-4.678,3.097,1.05,11.3,no,NA,
Anolis_limon,yes,Squamata,Sauria,Dactyloidae,81.8,SVL,Anolis (Novosolov et al. 2013),-4.574,2.942,1.05,11.3,no,NA,
Lepidophyma_pajapanensis,yes,Squamata,Sauria,Xantusiidae,83,SVL,Xantusiidae,-4.796,3.048,1.05,11.3,yes,Lepidophyma pajapanensis,
Liolaemus_melanopleurus,yes,Squamata,Sauria,Liolaemidae,70.9,SVL,"Liolaeumus, Pincheira-Donoso et al. 2011",-4.678,3.097,1.05,11.3,no,NA,
Sceloporus_nelsoni,yes,Squamata,Sauria,Phrynosomatidae,68.2,SVL,Phrynosomatidae,-3.855,2.677,1.05,11.3,yes,Sceloporus nelsoni,
Zonosaurus_brygooi,yes,Squamata,Sauria,Gerrhosauridae,78,SVL,Gerrhosauridae,-4.783,3.085,1.05,11.3,yes,Zonosaurus brygooi,
Ctenotus_astarte,yes,Squamata,Sauria,Scincidae,82,SVL,Legged Scincidae,-5.125,3.229,1.05,11.3,yes,Ctenotus astarte,
Ctenotus_mimetes,yes,Squamata,Sauria,Scincidae,82,SVL,Legged Scincidae,-5.125,3.229,1.05,11.3,yes,Ctenotus mimetes,
Ctenotus_orientalis,yes,Squamata,Sauria,Scincidae,82,SVL,Legged Scincidae,-5.125,3.229,1.05,11.3,no,NA,
Ctenotus_uber,yes,Squamata,Sauria,Scincidae,82,SVL,Legged Scincidae,-5.125,3.229,1.05,11.3,yes,Ctenotus uber,
Eremiascincus_douglasi,yes,Squamata,Sauria,Scincidae,82,SVL,Legged Scincidae,-5.125,3.229,1.05,11.3,yes,Glaphyromorphus douglasi,
Lygosoma_bowringii,yes,Squamata,Sauria,Scincidae,82,SVL,Legged Scincidae,-5.125,3.229,1.05,11.3,yes,Lygosoma bowringii,
Pamelaescincus_gardineri,yes,Squamata,Sauria,Scincidae,82,SVL,Legged Scincidae,-5.125,3.229,1.05,11.3,yes,Pamelaescincus gardineri,
Sphenomorphus_crassus,yes,Squamata,Sauria,Scincidae,82,SVL,Legged Scincidae,-5.125,3.229,1.05,11.3,no,NA,
Trachylepis_aureopunctata,yes,Squamata,Sauria,Scincidae,82,SVL,Legged Scincidae,-5.125,3.229,1.05,11.3,yes,Trachylepis aureopunctata,
Trachylepis_bayonii,yes,Squamata,Sauria,Scincidae,82,SVL,Legged Scincidae,-5.125,3.229,1.05,11.3,no,NA,
Trachylepis_brauni,yes,Squamata,Sauria,Scincidae,82,SVL,Legged Scincidae,-5.125,3.229,1.05,11.3,no,NA,
Trachylepis_hildebrandtii,yes,Squamata,Sauria,Scincidae,82,SVL,Legged Scincidae,-5.125,3.229,1.05,11.3,no,NA,
Vietnascincus_rugosus,yes,Squamata,Sauria,Scincidae,82,SVL,Legged Scincidae,-5.125,3.229,1.05,11.3,no,NA,
Liolaemus_magellanicus,yes,Squamata,Sauria,Liolaemidae,71,SVL,"Liolaeumus, Pincheira-Donoso et al. 2011",-4.678,3.097,1.06,11.4,yes,Liolaemus magellanicus,
Liolaemus_ortizii,yes,Squamata,Sauria,Liolaemidae,71,SVL,"Liolaeumus, Pincheira-Donoso et al. 2011",-4.678,3.097,1.06,11.4,no,NA,
Liolaemus_parvus,yes,Squamata,Sauria,Liolaemidae,71,SVL,"Liolaeumus, Pincheira-Donoso et al. 2011",-4.678,3.097,1.06,11.4,no,NA,
Liolaemus_platei,yes,Squamata,Sauria,Liolaemidae,71,SVL,"Liolaeumus, Pincheira-Donoso et al. 2011",-4.678,3.097,1.06,11.4,yes,Liolaemus platei,
Cyrtodactylus_condorensis,yes,Squamata,Sauria,Gekkonidae,82.9,SVL,Gekkonidae (Novosolov et al. 2013),-4.242,2.761,1.06,11.4,no,NA,
Gekko_russelltraini,yes,Squamata,Sauria,Gekkonidae,82.9,SVL,Gekkonidae (Novosolov et al. 2013),-4.242,2.761,1.06,11.4,no,NA,
Liolaemus_cyanogaster,yes,Squamata,Sauria,Liolaemidae,71,SVL,"Liolaeumus, Pincheira-Donoso et al. 2011",-4.678,3.097,1.06,11.4,yes,Liolaemus cyanogaster,
Anolis_ernestwilliamsi,yes,Squamata,Sauria,Dactyloidae,82,SVL,Anolis (Novosolov et al. 2013),-4.574,2.942,1.06,11.4,yes,Anolis ernestwilliamsi,
Anolis_huilae,yes,Squamata,Sauria,Dactyloidae,82,SVL,Anolis (Novosolov et al. 2013),-4.574,2.942,1.06,11.4,yes,Anolis huilae,
Anolis_soinii,yes,Squamata,Sauria,Dactyloidae,82,SVL,Anolis (Novosolov et al. 2013),-4.574,2.942,1.06,11.4,no,NA,
Anolis_vaupesianus,yes,Squamata,Sauria,Dactyloidae,82,SVL,Anolis (Novosolov et al. 2013),-4.574,2.942,1.06,11.4,no,NA,
Riama_columbiana,yes,Squamata,Sauria,Gymnophthalmidae,77.3,SVL,Legged Gymnophthalmidae,-5.178,3.302,1.06,11.4,no,NA,
Takydromus_hani,yes,Squamata,Sauria,Lacertidae,79,SVL,Lacertidae,-4.543,2.951,1.06,11.4,no,NA,
Afroedura_hawequensis,yes,Squamata,Sauria,Gekkonidae,83,SVL,Gekkonidae (Novosolov et al. 2013),-4.242,2.761,1.06,11.4,no,NA,
Stenodactylus_doriae,yes,Squamata,Sauria,Gekkonidae,83,SVL,Gekkonidae (Novosolov et al. 2013),-4.242,2.761,1.06,11.4,yes,Stenodactylus doriae,
Phyllodactylus_dixoni,yes,Squamata,Sauria,Phyllodactylidae,76,SVL,Phyllodactylidae (Scharf et al. 2014),-4.482,2.945,1.06,11.4,no,NA,
Phyllodactylus_palmeus,yes,Squamata,Sauria,Phyllodactylidae,76,SVL,Phyllodactylidae (Scharf et al. 2014),-4.482,2.945,1.06,11.4,no,NA,
Phyllodactylus_xanti,yes,Squamata,Sauria,Phyllodactylidae,76,SVL,Phyllodactylidae (Scharf et al. 2014),-4.482,2.945,1.06,11.4,yes,Phyllodactylus xanti,
Tarentola_gomerensis,yes,Squamata,Sauria,Phyllodactylidae,76,SVL,Phyllodactylidae (Scharf et al. 2014),-4.482,2.945,1.06,11.4,yes,Tarentola gomerensis,
Bradypodion_ngomeense,yes,Squamata,Sauria,Chamaeleonidae,77,SVL,Chamaeleonidae,-3.997,2.68,1.06,11.4,no,NA,
Furcifer_cephalolepis,yes,Squamata,Sauria,Chamaeleonidae,77,SVL,Chamaeleonidae,-3.997,2.68,1.06,11.4,yes,Furcifer cephalolepis,
Kinyongia_excubitor,yes,Squamata,Sauria,Chamaeleonidae,77,SVL,Chamaeleonidae,-3.997,2.68,1.06,11.4,yes,Kinyongia excubitor,
Liolaemus_ornatus,yes,Squamata,Sauria,Liolaemidae,71.2,SVL,"Liolaeumus, Pincheira-Donoso et al. 2011",-4.678,3.097,1.06,11.5,yes,Liolaemus ornatus,
Cyrtodactylus_spinosus,yes,Squamata,Sauria,Gekkonidae,83.2,SVL,Gekkonidae (Novosolov et al. 2013),-4.242,2.761,1.06,11.5,no,NA,
Liolaemus_smaug,yes,Squamata,Sauria,Liolaemidae,71.3,SVL,"Liolaeumus, Pincheira-Donoso et al. 2011",-4.678,3.097,1.06,11.5,no,NA,
Pristurus_carteri,yes,Squamata,Sauria,Sphaerodactylidae,78,SVL,Sphaerodactylidae (Novosolov et al. 2013),-4.559,2.97,1.06,11.5,yes,Pristurus carteri,
Trapelus_schmitzi,yes,Squamata,Sauria,Agamidae,71,SVL,Typical Agamidae**,-4.686,3.105,1.06,11.5,no,NA,
Bavayia_robusta,yes,Squamata,Sauria,Diplodactylidae,83,SVL,Diplodactylidae (Scharf et al. 2014),-4.804,3.057,1.06,11.6,no,NA,
Liolaemus_hermannunezi,yes,Squamata,Sauria,Liolaemidae,71.4,SVL,"Liolaeumus, Pincheira-Donoso et al. 2011",-4.678,3.097,1.06,11.6,yes,Liolaemus hermannunezi,
Namazonurus_campbelli,yes,Squamata,Sauria,Cordylidae,79,SVL,Legged Cordylidae,-5.747,3.589,1.06,11.6,yes,Cordylus campbelli,
Goniurosaurus_orientalis,yes,Squamata,Sauria,Eublepharidae,84,SVL,Eublepharidae (Novosolov et al. 2013),-5.201,3.255,1.06,11.6,no,NA,
Goniurosaurus_toyamai,yes,Squamata,Sauria,Eublepharidae,84,SVL,Eublepharidae (Novosolov et al. 2013),-5.201,3.255,1.06,11.6,no,NA,
Liolaemus_occipitalis,yes,Squamata,Sauria,Liolaemidae,71.5,SVL,"Liolaeumus, Pincheira-Donoso et al. 2011",-4.678,3.097,1.06,11.6,yes,Liolaemus occipitalis,
Liolaemus_robertoi,yes,Squamata,Sauria,Liolaemidae,71.5,SVL,"Liolaeumus, Pincheira-Donoso et al. 2011",-4.678,3.097,1.07,11.6,no,NA,
Cnemidophorus_flavissimus,yes,Squamata,Sauria,Teiidae,74,SVL,Teiidae,-4.747,3.11,1.07,11.6,no,NA,
Urosaurus_ornatus,yes,Squamata,Sauria,Phrynosomatidae,69,SVL,Phrynosomatidae,-3.855,2.677,1.07,11.7,yes,Urosaurus ornatus,
Uta_encantadae,yes,Squamata,Sauria,Phrynosomatidae,69,SVL,Phrynosomatidae,-3.855,2.677,1.07,11.7,no,NA,
Celestus_crusculus,yes,Squamata,Sauria,Diploglossidae,92,SVL,legged anguids (Meiri et al. 2013),-5.765,3.48,1.07,11.7,no,NA,
Pygopus_steelescotti,yes,Squamata,Sauria,Pygopodidae,185,SVL,Pygopodidae,-2.039,1.371,1.07,11.7,no,NA,
Echinosaura_brachycephala,yes,Squamata,Sauria,Gymnophthalmidae,78,SVL,Legged Gymnophthalmidae,-5.178,3.302,1.07,11.7,no,NA,
Ptychoglossus_gorgonae,yes,Squamata,Sauria,Gymnophthalmidae,78,SVL,Legged Gymnophthalmidae,-5.178,3.302,1.07,11.7,no,NA,
Aspidoscelis_maslini,yes,Squamata,Sauria,Teiidae,74.2,SVL,Teiidae,-4.747,3.11,1.07,11.7,no,NA,
Spondylurus_semitaeniatus,yes,Squamata,Sauria,Scincidae,82.9,SVL,Legged Scincidae,-5.125,3.229,1.07,11.7,no,NA,
Sepsophis_punctatus,yes,Squamata,Sauria,Scincidae,136.4,SVL,leg_reduced lizards,-4.207,2.472,1.07,11.8,no,NA,
Liolaemus_halonastes,yes,Squamata,Sauria,Liolaemidae,71.8,SVL,"Liolaeumus, Pincheira-Donoso et al. 2011",-4.678,3.097,1.07,11.8,no,NA,
Cyrtodactylus_capreoloides,yes,Squamata,Sauria,Gekkonidae,84,SVL,Gekkonidae (Novosolov et al. 2013),-4.242,2.761,1.07,11.8,no,NA,
Cyrtodactylus_paradoxus,yes,Squamata,Sauria,Gekkonidae,84,SVL,Gekkonidae (Novosolov et al. 2013),-4.242,2.761,1.07,11.8,no,NA,
Gekko_coi,yes,Squamata,Sauria,Gekkonidae,84,SVL,Gekkonidae (Novosolov et al. 2013),-4.242,2.761,1.07,11.8,no,NA,
Anolis_longiceps,yes,Squamata,Sauria,Dactyloidae,83,SVL,Anolis (Novosolov et al. 2013),-4.574,2.942,1.07,11.8,yes,Anolis longiceps,
Ctenotus_brachyonyx,yes,Squamata,Sauria,Scincidae,83,SVL,Legged Scincidae,-5.125,3.229,1.07,11.8,no,NA,
Ctenotus_regius,yes,Squamata,Sauria,Scincidae,83,SVL,Legged Scincidae,-5.125,3.229,1.07,11.8,yes,Ctenotus regius,
Kanakysaurus_viviparus,yes,Squamata,Sauria,Scincidae,83,SVL,Legged Scincidae,-5.125,3.229,1.07,11.8,yes,Kanakysaurus viviparus,
Sphenomorphus_cryptotis,yes,Squamata,Sauria,Scincidae,83,SVL,Legged Scincidae,-5.125,3.229,1.07,11.8,no,NA,
Trachylepis_affinis,yes,Squamata,Sauria,Scincidae,83,SVL,Legged Scincidae,-5.125,3.229,1.07,11.8,yes,Trachylepis affinis,
Tropidophorus_microlepis,yes,Squamata,Sauria,Scincidae,83,SVL,Legged Scincidae,-5.125,3.229,1.07,11.8,yes,Tropidophorus microlepis,
Cyrtodactylus_tebuensis,yes,Squamata,Sauria,Gekkonidae,84.1,SVL,Gekkonidae (Novosolov et al. 2013),-4.242,2.761,1.07,11.8,no,NA,
Darevskia_valentini,yes,Squamata,Sauria,Lacertidae,80,SVL,Lacertidae,-4.543,2.951,1.07,11.8,yes,Darevskia valentini,
Dinarolacerta_mosorensis,yes,Squamata,Sauria,Lacertidae,80,SVL,Lacertidae,-4.543,2.951,1.07,11.8,yes,Dinarolacerta mosorensis,
Eremias_acutirostris,yes,Squamata,Sauria,Lacertidae,80,SVL,Lacertidae,-4.543,2.951,1.07,11.8,no,NA,
Eremias_strauchi,yes,Squamata,Sauria,Lacertidae,80,SVL,Lacertidae,-4.543,2.951,1.07,11.8,no,NA,
Podarcis_liolepis,yes,Squamata,Sauria,Lacertidae,80,SVL,Lacertidae,-4.543,2.951,1.07,11.8,yes,Podarcis atrata,
Takydromus_amurensis,yes,Squamata,Sauria,Lacertidae,80,SVL,Lacertidae,-4.543,2.951,1.07,11.8,yes,Takydromus amurensis,
Takydromus_septentrionalis,yes,Squamata,Sauria,Lacertidae,80,SVL,Lacertidae,-4.543,2.951,1.07,11.8,yes,Takydromus septentrionalis,
Spondylurus_martinae,yes,Squamata,Sauria,Scincidae,83.1,SVL,Legged Scincidae,-5.125,3.229,1.07,11.8,no,NA,
Cyrtodactylus_dumnuii,yes,Squamata,Sauria,Gekkonidae,84.2,SVL,Gekkonidae (Novosolov et al. 2013),-4.242,2.761,1.07,11.9,no,NA,
Liolaemus_hajeki,yes,Squamata,Sauria,Liolaemidae,72,SVL,"Liolaeumus, Pincheira-Donoso et al. 2011",-4.678,3.097,1.07,11.9,no,NA,
Amphiglossus_ardouini,yes,Squamata,Sauria,Scincidae,137,SVL,leg_reduced lizards,-4.207,2.472,1.07,11.9,no,NA,
Anomalopus_leuckartii,yes,Squamata,Sauria,Scincidae,137,SVL,leg_reduced lizards,-4.207,2.472,1.07,11.9,yes,Anomalopus leuckartii,
Chamaesaura_aenea,yes,Squamata,Sauria,Cordylidae,137,SVL,leg_reduced lizards,-4.207,2.472,1.07,11.9,yes,Chamaesaura aenea,
Emoia_loyaltiensis,yes,Squamata,Sauria,Scincidae,83.2,SVL,Legged Scincidae,-5.125,3.229,1.08,11.9,yes,Emoia loyaltiensis,
Acontias_occidentalis,yes,Squamata,Sauria,Scincidae,198,SVL,Limbless lizards,-4.207,2.3,1.08,11.9,no,NA,
Cnemaspis_sundainsula,yes,Squamata,Sauria,Gekkonidae,84.5,SVL,Gekkonidae (Novosolov et al. 2013),-4.242,2.761,1.08,12,no,NA,
Liolaemus_multimaculatus,yes,Squamata,Sauria,Liolaemidae,72.3,SVL,"Liolaeumus, Pincheira-Donoso et al. 2011",-4.678,3.097,1.08,12,yes,Liolaemus multimaculatus,
Gekko_melli,yes,Squamata,Sauria,Gekkonidae,84.6,SVL,Gekkonidae (Novosolov et al. 2013),-4.242,2.761,1.08,12,no,NA,
Acontias_breviceps,yes,Squamata,Sauria,Scincidae,199,SVL,Limbless lizards,-4.207,2.3,1.08,12,yes,Acontias breviceps,
Tropidurus_mucujensis,yes,Squamata,Sauria,Tropiduridae,67,SVL,"Tropiduridae S. stricto, (Scharf et al. 2014)",-3.884,2.719,1.08,12,yes,Tropidurus mucujensis,
Holodactylus_africanus,yes,Squamata,Sauria,Eublepharidae,85,SVL,Eublepharidae (Novosolov et al. 2013),-5.201,3.255,1.08,12,yes,Holodactylus africanus,
Anolis_proboscis,yes,Squamata,Sauria,Dactyloidae,83.6,SVL,Anolis (Novosolov et al. 2013),-4.574,2.942,1.08,12,no,NA,
Aphaniotis_acutirostris,yes,Squamata,Sauria,Agamidae,72,SVL,Typical Agamidae**,-4.686,3.105,1.08,12.1,no,NA,
Diporiphora_reginae,yes,Squamata,Sauria,Agamidae,72,SVL,Typical Agamidae**,-4.686,3.105,1.08,12.1,yes,Diporiphora reginae,
Japalura_micangshanensis,yes,Squamata,Sauria,Agamidae,72,SVL,Typical Agamidae**,-4.686,3.105,1.08,12.1,no,NA,
Oriocalotes_paulus,yes,Squamata,Sauria,Agamidae,72,SVL,Typical Agamidae**,-4.686,3.105,1.08,12.1,no,NA,
Tympanocryptis_lineata,yes,Squamata,Sauria,Agamidae,72,SVL,Typical Agamidae**,-4.686,3.105,1.08,12.1,yes,Tympanocryptis lineata,
Gekko_japonicus,yes,Squamata,Sauria,Gekkonidae,84.8,SVL,Gekkonidae (Novosolov et al. 2013),-4.242,2.761,1.08,12.1,yes,Gekko japonicus,
Cordylus_ukingensis,yes,Squamata,Sauria,Cordylidae,84,SVL,Legged Cordylidae,-5.747,3.589,1.08,12.1,yes,Cordylus ukingensis,
Draco_formosus,yes,Squamata,Sauria,Agamidae,110,SVL,Draco**,-4.31,2.642,1.08,12.1,no,NA,
Draco_mindanensis,yes,Squamata,Sauria,Agamidae,110,SVL,Draco**,-4.31,2.642,1.08,12.1,yes,Draco mindanensis,
Draco_quinquefasciatus,yes,Squamata,Sauria,Agamidae,110,SVL,Draco**,-4.31,2.642,1.08,12.1,yes,Draco quinquefasciatus,
Cyrtodactylus_sumuroi,yes,Squamata,Sauria,Gekkonidae,84.9,SVL,Gekkonidae (Novosolov et al. 2013),-4.242,2.761,1.08,12.1,no,NA,
Sceloporus_arenicolus,yes,Squamata,Sauria,Phrynosomatidae,70,SVL,Phrynosomatidae,-3.855,2.677,1.08,12.1,yes,Sceloporus arenicolus,
Sceloporus_becki,yes,Squamata,Sauria,Phrynosomatidae,70,SVL,Phrynosomatidae,-3.855,2.677,1.08,12.1,no,NA,
Sceloporus_slevini,yes,Squamata,Sauria,Phrynosomatidae,70,SVL,Phrynosomatidae,-3.855,2.677,1.08,12.1,yes,Sceloporus slevini,
Sceloporus_teapensis,yes,Squamata,Sauria,Phrynosomatidae,70,SVL,Phrynosomatidae,-3.855,2.677,1.08,12.1,yes,Sceloporus teapensis,
Leiocephalus_vinculum,yes,Squamata,Sauria,Leiocephalidae,77,SVL,Iguania,-5.033,3.243,1.08,12.2,no,NA,
Trachylepis_chimbana,yes,Squamata,Sauria,Scincidae,83.8,SVL,Legged Scincidae,-5.125,3.229,1.09,12.2,no,NA,
Abronia_montecristoi,yes,Squamata,Sauria,Anguidae,93,SVL,legged anguids (Meiri et al. 2013),-5.765,3.48,1.09,12.2,no,NA,
Abronia_ramirezi,yes,Squamata,Sauria,Anguidae,93,SVL,legged anguids (Meiri et al. 2013),-5.765,3.48,1.09,12.2,no,NA,
Celestus_montanus,yes,Squamata,Sauria,Diploglossidae,93,SVL,legged anguids (Meiri et al. 2013),-5.765,3.48,1.09,12.2,no,NA,
Pseudoacontias_madagascariensis,yes,Squamata,Sauria,Scincidae,200,SVL,Limbless lizards,-4.207,2.3,1.09,12.2,no,NA,
Typhlosaurus_braini,yes,Squamata,Sauria,Scincidae,200,SVL,Limbless lizards,-4.207,2.3,1.09,12.2,yes,Typhlosaurus braini,
Ailuronyx_tachyscopaeus,yes,Squamata,Sauria,Gekkonidae,85,SVL,Gekkonidae (Novosolov et al. 2013),-4.242,2.761,1.09,12.2,yes,Ailuronyx tachyscopaeus,
Cyrtodactylus_deccanensis,yes,Squamata,Sauria,Gekkonidae,85,SVL,Gekkonidae (Novosolov et al. 2013),-4.242,2.761,1.09,12.2,no,NA,
Cyrtodactylus_lateralis,yes,Squamata,Sauria,Gekkonidae,85,SVL,Gekkonidae (Novosolov et al. 2013),-4.242,2.761,1.09,12.2,no,NA,
Cyrtodactylus_peguensis,yes,Squamata,Sauria,Gekkonidae,85,SVL,Gekkonidae (Novosolov et al. 2013),-4.242,2.761,1.09,12.2,no,NA,
Cyrtodactylus_taynguyenensis,yes,Squamata,Sauria,Gekkonidae,85,SVL,Gekkonidae (Novosolov et al. 2013),-4.242,2.761,1.09,12.2,no,NA,
Cyrtodactylus_tigroides,yes,Squamata,Sauria,Gekkonidae,85,SVL,Gekkonidae (Novosolov et al. 2013),-4.242,2.761,1.09,12.2,no,NA,
Gekko_hokouensis,yes,Squamata,Sauria,Gekkonidae,85,SVL,Gekkonidae (Novosolov et al. 2013),-4.242,2.761,1.09,12.2,yes,Gekko hokouensis,
Hemidactylus_brookii,yes,Squamata,Sauria,Gekkonidae,85,SVL,Gekkonidae (Novosolov et al. 2013),-4.242,2.761,1.09,12.2,yes,Hemidactylus brookii,
Hemidactylus_depressus,yes,Squamata,Sauria,Gekkonidae,85,SVL,Gekkonidae (Novosolov et al. 2013),-4.242,2.761,1.09,12.2,yes,Hemidactylus depressus,
Hemidactylus_kyaboboensis,yes,Squamata,Sauria,Gekkonidae,85,SVL,Gekkonidae (Novosolov et al. 2013),-4.242,2.761,1.09,12.2,no,NA,
Pachydactylus_haackei,yes,Squamata,Sauria,Gekkonidae,85,SVL,Gekkonidae (Novosolov et al. 2013),-4.242,2.761,1.09,12.2,yes,Pachydactylus haackei,
Pachydactylus_namaquensis,yes,Squamata,Sauria,Gekkonidae,85,SVL,Gekkonidae (Novosolov et al. 2013),-4.242,2.761,1.09,12.2,yes,Pachydactylus namaquensis,
Anolis_coelestinus,yes,Squamata,Sauria,Dactyloidae,84,SVL,Anolis (Novosolov et al. 2013),-4.574,2.942,1.09,12.2,yes,Anolis coelestinus,
Liolaemus_loboi,yes,Squamata,Sauria,Liolaemidae,72.7,SVL,"Liolaeumus, Pincheira-Donoso et al. 2011",-4.678,3.097,1.09,12.2,no,NA,
Riama_simotera,yes,Squamata,Sauria,Gymnophthalmidae,79,SVL,Legged Gymnophthalmidae,-5.178,3.302,1.09,12.2,yes,Riama simoterus,
Riama_stigmatoral,yes,Squamata,Sauria,Gymnophthalmidae,79,SVL,Legged Gymnophthalmidae,-5.178,3.302,1.09,12.2,no,NA,
Ctenotus_ingrami,yes,Squamata,Sauria,Scincidae,84,SVL,Legged Scincidae,-5.125,3.229,1.09,12.3,no,NA,
Ctenotus_youngsoni,yes,Squamata,Sauria,Scincidae,84,SVL,Legged Scincidae,-5.125,3.229,1.09,12.3,yes,Ctenotus youngsoni,
Emoia_slevini,yes,Squamata,Sauria,Scincidae,84,SVL,Legged Scincidae,-5.125,3.229,1.09,12.3,no,NA,
Mochlus_paedocarinatum,yes,Squamata,Sauria,Scincidae,84,SVL,Legged Scincidae,-5.125,3.229,1.09,12.3,no,NA,
Oligosoma_ornatum,yes,Squamata,Sauria,Scincidae,84,SVL,Legged Scincidae,-5.125,3.229,1.09,12.3,yes,Cyclodina ornata,
Sphenomorphus_lineopunctulatus,yes,Squamata,Sauria,Scincidae,84,SVL,Legged Scincidae,-5.125,3.229,1.09,12.3,no,NA,
Trioceros_laterispinis,yes,Squamata,Sauria,Chamaeleonidae,79,SVL,Chamaeleonidae,-3.997,2.68,1.09,12.3,no,NA,
Trioceros_ntunte,yes,Squamata,Sauria,Chamaeleonidae,79,SVL,Chamaeleonidae,-3.997,2.68,1.09,12.3,no,NA,
Podarcis_lilfordi,yes,Squamata,Sauria,Lacertidae,81,SVL,Lacertidae,-4.543,2.951,1.09,12.3,yes,Podarcis lilfordi,
Teira_dugesii,yes,Squamata,Sauria,Lacertidae,81,SVL,Lacertidae,-4.543,2.951,1.09,12.3,yes,Teira dugesii,
Amphiglossus_tsaratananensis,yes,Squamata,Sauria,Scincidae,84.1,SVL,Legged Scincidae,-5.125,3.229,1.09,12.3,yes,Amphiglossus tsaratananensis,
Liolaemus_porosus,yes,Squamata,Sauria,Liolaemidae,72.9,SVL,"Liolaeumus, Pincheira-Donoso et al. 2011",-4.678,3.097,1.09,12.3,no,NA,
Leptosiaphos_rhodurus,yes,Squamata,Sauria,Scincidae,84.2,SVL,Legged Scincidae,-5.125,3.229,1.09,12.4,no,NA,
Liolaemus_hatcheri,yes,Squamata,Sauria,Liolaemidae,73,SVL,"Liolaeumus, Pincheira-Donoso et al. 2011",-4.678,3.097,1.09,12.4,yes,Liolaemus hatcheri,
Liolaemus_laurenti,yes,Squamata,Sauria,Liolaemidae,73,SVL,"Liolaeumus, Pincheira-Donoso et al. 2011",-4.678,3.097,1.09,12.4,yes,Liolaemus laurenti,
Acontias_namaquensis,yes,Squamata,Sauria,Scincidae,201.5,SVL,Limbless lizards,-4.207,2.3,1.09,12.4,no,NA,
Lucasium_immaculatum,yes,Squamata,Sauria,Diplodactylidae,85,SVL,Diplodactylidae (Scharf et al. 2014),-4.804,3.057,1.09,12.4,yes,Lucasium immaculatum,
Mokopirirakau_nebulosus,yes,Squamata,Sauria,Diplodactylidae,85,SVL,Diplodactylidae (Scharf et al. 2014),-4.804,3.057,1.09,12.4,yes,Hoplodactylus nebulosus,
Naultinus_tuberculatus,yes,Squamata,Sauria,Diplodactylidae,85,SVL,Diplodactylidae (Scharf et al. 2014),-4.804,3.057,1.09,12.4,yes,Naultinus tuberculatus,
Nebulifera_robusta,yes,Squamata,Sauria,Diplodactylidae,85,SVL,Diplodactylidae (Scharf et al. 2014),-4.804,3.057,1.09,12.4,yes,Oedura robusta,
Oedura_gracilis,yes,Squamata,Sauria,Diplodactylidae,85,SVL,Diplodactylidae (Scharf et al. 2014),-4.804,3.057,1.09,12.4,yes,Oedura gracilis,
Strophurus_wellingtonae,yes,Squamata,Sauria,Diplodactylidae,85,SVL,Diplodactylidae (Scharf et al. 2014),-4.804,3.057,1.09,12.4,yes,Strophurus wellingtonae,
Toropuku_stephensi,yes,Squamata,Sauria,Diplodactylidae,85,SVL,Diplodactylidae (Scharf et al. 2014),-4.804,3.057,1.09,12.4,yes,Hoplodactylus stephensi,
