"","Class","Order","Family","Genus","Scientific_name","Body_mass_g_1","Body_mass_g_2","Body_mass_g_3","Body_mass_g_4","Body_mass_g_mean","Body_mass_g_median","Body_mass_g_max","Body_mass_g_M_2","Body_mass_g_M_3","Body_mass_g_M_4","Body_mass_g_M_mean","Body_mass_g_M_median","Body_mass_g_M_max","Body_mass_g_F_2","Body_mass_g_F_3","Body_mass_g_F_4","Body_mass_g_F_mean","Body_mass_g_F_median","Body_mass_g_F_max"
"19358","Aves","Galliformes","Phasianidae","Polyplectron","Polyplectron_katsumatae",NA,NA,NA,685,685,685,685,NA,NA,685,685,685,685,NA,NA,480,480,480,480
"19359","Aves","Galliformes","Phasianidae","Polyplectron","Polyplectron_malacense",NA,NA,NA,630.5,630.5,630.5,630.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19360","Aves","Galliformes","Phasianidae","Polyplectron","Polyplectron_napoleonis",NA,NA,NA,436,436,436,436,NA,NA,436,436,436,436,NA,NA,322,322,322,322
"19361","Aves","Galliformes","Phasianidae","Polyplectron","Polyplectron_schleiermacheri",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19362","Aves","Galliformes","Phasianidae","Ptilopachus","Ptilopachus_petrosus",NA,NA,190,191.25,190.625,190.625,191.25,NA,190,190,190,190,190,NA,NA,NA,NA,NA,NA
"19363","Aves","Galliformes","Phasianidae","Pucrasia","Pucrasia_macrolopha",1050.47,NA,NA,1177.5,1113.985,1113.985,1177.5,NA,NA,1229.5,1229.5,1229.5,1229.5,NA,NA,1006,1006,1006,1006
"19364","Aves","Galliformes","Phasianidae","Rheinardia","Rheinardia_ocellata",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19365","Aves","Galliformes","Phasianidae","Rhizothera","Rhizothera_longirostris",NA,NA,NA,800,800,800,800,NA,NA,800,800,800,800,NA,NA,697,697,697,697
"19366","Aves","Galliformes","Phasianidae","Rollulus","Rollulus_rouloul",NA,NA,NA,224.5,224.5,224.5,224.5,NA,NA,232,232,232,232,NA,NA,202,202,202,202
"19367","Aves","Galliformes","Phasianidae","Syrmaticus","Syrmaticus_ellioti",873.35,NA,NA,1156,1014.675,1014.675,1156,NA,NA,1168.25,1168.25,1168.25,1168.25,NA,NA,893,893,893,893
"19368","Aves","Galliformes","Phasianidae","Syrmaticus","Syrmaticus_humiae",NA,NA,NA,1048.75,1048.75,1048.75,1048.75,NA,NA,1053.75,1053.75,1053.75,1053.75,NA,NA,750,750,750,750
"19369","Aves","Galliformes","Phasianidae","Syrmaticus","Syrmaticus_mikado",1148.69,NA,NA,1250,1199.345,1199.345,1250,NA,NA,1300,1300,1300,1300,NA,NA,1015,1015,1015,1015
"19370","Aves","Galliformes","Phasianidae","Syrmaticus","Syrmaticus_reevesii",732.47,NA,NA,1239,985.735,985.735,1239,NA,NA,1529,1529,1529,1529,NA,NA,974.5,974.5,974.5,974.5
"19371","Aves","Galliformes","Phasianidae","Syrmaticus","Syrmaticus_soemmerringii",1081.66,NA,NA,907,994.33,994.33,1081.66,NA,NA,900,900,900,900,NA,NA,1300,1300,1300,1300
"19372","Aves","Galliformes","Phasianidae","Tetrao","Tetrao_mlokosiewiczi",NA,NA,815.5,NA,815.5,815.5,815.5,NA,865,NA,865,865,865,NA,766,NA,766,766,766
"19373","Aves","Galliformes","Phasianidae","Tetrao","Tetrao_parvirostris",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19374","Aves","Galliformes","Phasianidae","Tetrao","Tetrao_tetrix",NA,NA,1139,NA,1139,1139,1139,NA,1290,NA,1290,1290,1290,NA,988,NA,988,988,988
"19375","Aves","Galliformes","Phasianidae","Tetrao","Tetrao_urogallus",NA,NA,3112.5,2942.5,3027.5,3027.5,3112.5,NA,4240,4170,4205,4205,4240,NA,1985,1845,1915,1915,1985
"19376","Aves","Galliformes","Phasianidae","Tetraogallus","Tetraogallus_altaicus",NA,NA,NA,3000,3000,3000,3000,NA,NA,3000,3000,3000,3000,NA,NA,2540,2540,2540,2540
"19377","Aves","Galliformes","Phasianidae","Tetraogallus","Tetraogallus_caspius",NA,NA,2514.15,2514.5,2514.325,2514.325,2514.5,NA,2684.5,2684.5,2684.5,2684.5,2684.5,NA,2343.8,2344,2343.9,2343.9,2344
"19378","Aves","Galliformes","Phasianidae","Tetraogallus","Tetraogallus_caucasicus",NA,NA,NA,1881.75,1881.75,1881.75,1881.75,NA,NA,1933,1933,1933,1933,NA,NA,1734,1734,1734,1734
"19379","Aves","Galliformes","Phasianidae","Tetraogallus","Tetraogallus_himalayensis",NA,NA,NA,2427.75,2427.75,2427.75,2427.75,NA,NA,2529,2529,2529,2529,NA,NA,2326,2326,2326,2326
"19380","Aves","Galliformes","Phasianidae","Tetraogallus","Tetraogallus_tibetanus",NA,NA,NA,1625,1625,1625,1625,NA,NA,1625,1625,1625,1625,NA,NA,1385,1385,1385,1385
"19381","Aves","Galliformes","Phasianidae","Tetraophasis","Tetraophasis_obscurus",NA,NA,NA,938,938,938,938,NA,NA,938,938,938,938,NA,NA,780,780,780,780
"19382","Aves","Galliformes","Phasianidae","Tetraophasis","Tetraophasis_szechenyii",NA,NA,NA,1260,1260,1260,1260,NA,NA,1260,1260,1260,1260,NA,NA,880,880,880,880
"19383","Aves","Galliformes","Phasianidae","Tragopan","Tragopan_blythii",NA,NA,NA,1930,1930,1930,1930,NA,NA,1930,1930,1930,1930,NA,NA,1250,1250,1250,1250
"19384","Aves","Galliformes","Phasianidae","Tragopan","Tragopan_caboti",NA,NA,NA,1250,1250,1250,1250,NA,NA,1400,1400,1400,1400,NA,NA,1000,1000,1000,1000
"19385","Aves","Galliformes","Phasianidae","Tragopan","Tragopan_melanocephalus",NA,NA,NA,1812.5,1812.5,1812.5,1812.5,NA,NA,1975,1975,1975,1975,NA,NA,1325,1325,1325,1325
"19386","Aves","Galliformes","Phasianidae","Tragopan","Tragopan_satyra",NA,NA,NA,1662.5,1662.5,1662.5,1662.5,NA,NA,1850,1850,1850,1850,NA,NA,1100,1100,1100,1100
"19387","Aves","Galliformes","Phasianidae","Tragopan","Tragopan_temminckii",1122.49,NA,NA,1404.5,1263.495,1263.495,1404.5,NA,NA,1404.5,1404.5,1404.5,1404.5,NA,NA,964,964,964,964
"19388","Aves","Galliformes","Phasianidae","Tympanuchus","Tympanuchus_cupido",NA,NA,864,885.5,874.75,874.75,885.5,NA,933,960.25,946.625,946.625,960.25,NA,795,775.6666667,785.33333335,785.33333335,795
"19389","Aves","Galliformes","Phasianidae","Tympanuchus","Tympanuchus_pallidicinctus",NA,NA,685.5,730,707.75,707.75,730,NA,743,752.5,747.75,747.75,752.5,NA,628,679,653.5,653.5,679
"19390","Aves","Galliformes","Phasianidae","Tympanuchus","Tympanuchus_phasianellus",NA,NA,885,851,868,868,885,NA,953,953,953,953,953,NA,817,817,817,817,817
"19391","Aves","Galliformes","Phasianidae","Xenoperdix","Xenoperdix_udzungwensis",NA,NA,NA,230,230,230,230,NA,NA,230.25,230.25,230.25,230.25,NA,NA,220,220,220,220
"19392","Aves","Gaviiformes","Gaviidae","Gavia","Gavia_adamsii",4944.34,NA,5056.25,5212.5,5071.03,5056.25,5212.5,NA,4900,4900,4900,4900,4900,NA,5212.5,5212.5,5212.5,5212.5,5212.5
"19393","Aves","Gaviiformes","Gaviidae","Gavia","Gavia_arctica",2251.1,NA,2804.5,2665,2573.53333333333,2665,2804.5,NA,3355,2852,3103.5,3103.5,3355,NA,2254,2115,2184.5,2184.5,2254
"19394","Aves","Gaviiformes","Gaviidae","Gavia","Gavia_immer",4956.81,NA,4980,4400,4778.93666666667,4956.81,4980,NA,5460,5450,5455,5455,5460,NA,4500,4257.5,4378.75,4378.75,4500
"19395","Aves","Gaviiformes","Gaviidae","Gavia","Gavia_pacifica",NA,NA,2232,2665,2448.5,2448.5,2665,NA,2349,2852,2600.5,2600.5,2852,NA,2115,2115,2115,2115,2115
"19396","Aves","Gaviiformes","Gaviidae","Gavia","Gavia_stellata",1486,NA,1603,1603,1564,1603,1603,NA,1729,1729,1729,1729,1729,NA,1477,1477,1477,1477,1477
"19397","Aves","Gruiformes","Aramidae","Aramus","Aramus_guarauna",1080,815,1160,1085,1035,1082.5,1160,868,1240,1054.5,1054.16666666667,1054.5,1240,788,1080,1080,982.666666666667,1080,1080
"19398","Aves","Gruiformes","Gruidae","Balearica","Balearica_pavonina",3590,NA,NA,3590,3590,3590,3590,NA,NA,3629,3629,3629,3629,NA,NA,3629,3629,3629,3629
"19399","Aves","Gruiformes","Gruidae","Balearica","Balearica_regulorum",3771.99,NA,3772.5,3614.5,3719.66333333333,3771.99,3772.5,NA,NA,3629,3629,3629,3629,NA,3772.5,3772.25,3772.375,3772.375,3772.5
"19400","Aves","Gruiformes","Gruidae","Grus","Grus_americana",5825.99,NA,NA,6850,6337.995,6337.995,6850,NA,NA,7300,7300,7300,7300,NA,NA,6948.5,6948.5,6948.5,6948.5
"19401","Aves","Gruiformes","Gruidae","Grus","Grus_antigone",5916.22,NA,5958.35,7150,6341.52333333333,5958.35,7150,NA,6666.7,6700,6683.35,6683.35,6700,NA,5250,6025,5637.5,5637.5,6025
"19402","Aves","Gruiformes","Gruidae","Grus","Grus_canadensis",4296.22,NA,4455,4170,4307.07333333333,4296.22,4455,NA,4800,4535,4667.5,4667.5,4800,NA,4110,4118.375,4114.1875,4114.1875,4118.375
"19403","Aves","Gruiformes","Gruidae","Grus","Grus_carunculatus",8158.99,NA,NA,NA,8158.99,8158.99,8158.99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19404","Aves","Gruiformes","Gruidae","Grus","Grus_grus",5499.99,NA,4797.5,5500,5265.83,5499.99,5500,NA,5095,5500,5297.5,5297.5,5500,NA,4500,5350,4925,4925,5350
"19405","Aves","Gruiformes","Gruidae","Grus","Grus_japonensis",8785.99,NA,NA,8500,8642.995,8642.995,8785.99,NA,NA,8786,8786,8786,8786,NA,NA,8786,8786,8786,8786
"19406","Aves","Gruiformes","Gruidae","Grus","Grus_leucogeranus",5913.44,NA,5724.75,5724.75,5787.64666666667,5724.75,5913.44,NA,6166.2,6318.5,6242.35,6242.35,6318.5,NA,5283.3,5475,5379.15,5379.15,5475
"19407","Aves","Gruiformes","Gruidae","Grus","Grus_monacha",3729.9,NA,NA,3702.5,3716.2,3716.2,3729.9,NA,NA,3930,3930,3930,3930,NA,NA,3540,3540,3540,3540
"19408","Aves","Gruiformes","Gruidae","Grus","Grus_nigricollis",5999.99,NA,NA,6000,5999.995,5999.995,6000,NA,NA,NA,NA,NA,NA,NA,NA,6000,6000,6000,6000
"19409","Aves","Gruiformes","Gruidae","Grus","Grus_paradisea",4540.62,NA,NA,4341.75,4441.185,4441.185,4540.62,NA,NA,5675,5675,5675,5675,NA,NA,3632.5,3632.5,3632.5,3632.5
"19410","Aves","Gruiformes","Gruidae","Grus","Grus_rubicunda",6222.82,NA,6250.5,6250.5,6241.27333333333,6250.5,6250.5,NA,6838,6791.5,6814.75,6814.75,6838,NA,5663,5663,5663,5663,5663
"19411","Aves","Gruiformes","Gruidae","Grus","Grus_vipio",4662.99,NA,NA,5031.5,4847.245,4847.245,5031.5,NA,NA,4663,4663,4663,4663,NA,NA,4663,4663,4663,4663
"19412","Aves","Gruiformes","Gruidae","Grus","Grus_virgo",2417,NA,2229.25,2400,2348.75,2400,2417,NA,2416,2399.5,2407.75,2407.75,2416,NA,2042.5,2171.25,2106.875,2106.875,2171.25
"19413","Aves","Gruiformes","Heliornithidae","Heliopais","Heliopais_personatus",510,NA,NA,NA,510,510,510,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19414","Aves","Gruiformes","Heliornithidae","Heliornis","Heliornis_fulica",132,111,NA,132,125,132,132,112,NA,125,118.5,118.5,125,106,NA,135,120.5,120.5,135
"19415","Aves","Gruiformes","Heliornithidae","Podica","Podica_senegalensis",599,NA,482.5,599,560.166666666667,599,599,NA,627,627,627,627,627,NA,338,338,338,338,338
"19416","Aves","Gruiformes","Psophiidae","Psophia","Psophia_crepitans",1026,1376,NA,1057.75,1153.25,1057.75,1376,1381,NA,1019,1200,1200,1381,1372,NA,1205,1288.5,1288.5,1372
"19417","Aves","Gruiformes","Psophiidae","Psophia","Psophia_leucoptera",1315.58,NA,NA,1256,1285.79,1285.79,1315.58,NA,NA,1369,1369,1369,1369,NA,NA,1256,1256,1256,1256
"19418","Aves","Gruiformes","Psophiidae","Psophia","Psophia_viridis",1071,NA,NA,1071,1071,1071,1071,NA,NA,NA,NA,NA,NA,NA,NA,1071,1071,1071,1071
"19419","Aves","Gruiformes","Rallidae","Aenigmatolimnas","Aenigmatolimnas_marginalis",NA,NA,61,61,61,61,61,NA,NA,NA,NA,NA,NA,NA,61,56.125,58.5625,58.5625,61
"19420","Aves","Gruiformes","Rallidae","Amaurolimnas","Amaurolimnas_concolor",133,NA,NA,133,133,133,133,NA,NA,133,133,133,133,NA,NA,NA,NA,NA,NA
"19421","Aves","Gruiformes","Rallidae","Amaurornis","Amaurornis_akool",131.43,NA,NA,137.75,134.59,134.59,137.75,NA,NA,142,142,142,142,NA,NA,125,125,125,125
"19422","Aves","Gruiformes","Rallidae","Amaurornis","Amaurornis_bicolor",157.35,NA,NA,NA,157.35,157.35,157.35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19423","Aves","Gruiformes","Rallidae","Amaurornis","Amaurornis_flavirostra",86.2,NA,94,94,91.4,94,94,NA,98,98,98,98,98,NA,90,90,90,90,90
"19424","Aves","Gruiformes","Rallidae","Amaurornis","Amaurornis_isabellina",157.35,NA,NA,175,166.175,166.175,175,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19425","Aves","Gruiformes","Rallidae","Amaurornis","Amaurornis_magnirostris",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19426","Aves","Gruiformes","Rallidae","Amaurornis","Amaurornis_moluccana",186.78,NA,NA,202,194.39,194.39,202,NA,NA,203,203,203,203,NA,NA,170,170,170,170
"19427","Aves","Gruiformes","Rallidae","Amaurornis","Amaurornis_olivacea",292,NA,NA,281,286.5,286.5,292,NA,NA,195.5,195.5,195.5,195.5,NA,NA,170,170,170,170
"19428","Aves","Gruiformes","Rallidae","Amaurornis","Amaurornis_olivieri",157.35,NA,NA,NA,157.35,157.35,157.35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19429","Aves","Gruiformes","Rallidae","Amaurornis","Amaurornis_phoenicurus",180,NA,NA,215.5,197.75,197.75,215.5,NA,NA,299,299,299,299,NA,NA,203,203,203,203
"19430","Aves","Gruiformes","Rallidae","Anurolimnas","Anurolimnas_castaneiceps",NA,NA,NA,126,126,126,126,NA,NA,NA,NA,NA,NA,NA,NA,126,126,126,126
"19431","Aves","Gruiformes","Rallidae","Anurolimnas","Anurolimnas_fasciatus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19432","Aves","Gruiformes","Rallidae","Anurolimnas","Anurolimnas_viridis",NA,67,NA,NA,67,67,67,NA,NA,NA,NA,NA,NA,71,NA,NA,71,71,71
"19433","Aves","Gruiformes","Rallidae","Aramides","Aramides_axillaris",292,NA,NA,304.75,298.375,298.375,304.75,NA,NA,294.5,294.5,294.5,294.5,NA,NA,NA,NA,NA,NA
"19434","Aves","Gruiformes","Rallidae","Aramides","Aramides_cajanea",397,NA,NA,NA,397,397,397,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19435","Aves","Gruiformes","Rallidae","Aramides","Aramides_calopterus",431.33,NA,NA,NA,431.33,431.33,431.33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19436","Aves","Gruiformes","Rallidae","Aramides","Aramides_mangle",183,NA,NA,224,203.5,203.5,224,NA,NA,NA,NA,NA,NA,NA,NA,183,183,183,183
"19437","Aves","Gruiformes","Rallidae","Aramides","Aramides_saracura",540,NA,NA,540,540,540,540,NA,NA,540,540,540,540,NA,NA,NA,NA,NA,NA
"19438","Aves","Gruiformes","Rallidae","Aramides","Aramides_wolfi",454,NA,NA,454,454,454,454,NA,NA,454,454,454,454,NA,NA,NA,NA,NA,NA
"19439","Aves","Gruiformes","Rallidae","Aramides","Aramides_ypecaha",700.07,NA,NA,747.25,723.66,723.66,747.25,NA,NA,747.25,747.25,747.25,747.25,NA,NA,665,665,665,665
"19440","Aves","Gruiformes","Rallidae","Aramidopsis","Aramidopsis_plateni",191,NA,NA,NA,191,191,191,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19441","Aves","Gruiformes","Rallidae","Atlantisia","Atlantisia_rogersi",39.27,NA,NA,38,38.635,38.635,39.27,NA,NA,41.8,41.8,41.8,41.8,NA,NA,37.45,37.45,37.45,37.45
"19442","Aves","Gruiformes","Rallidae","Canirallus","Canirallus_kioloides",246,NA,NA,246,246,246,246,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19443","Aves","Gruiformes","Rallidae","Canirallus","Canirallus_oculeus",277,NA,NA,277,277,277,277,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19444","Aves","Gruiformes","Rallidae","Coturnicops","Coturnicops_exquisitus",85.13,NA,NA,60.9,73.015,73.015,85.13,NA,NA,57.75,57.75,57.75,57.75,NA,NA,49.15,49.15,49.15,49.15
"19445","Aves","Gruiformes","Rallidae","Coturnicops","Coturnicops_notatus",NA,NA,NA,30,30,30,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19446","Aves","Gruiformes","Rallidae","Coturnicops","Coturnicops_noveboracensis",NA,NA,55.7,60.9,58.3,58.3,60.9,NA,59.2,57.75,58.475,58.475,59.2,NA,52.2,49.15,50.675,50.675,52.2
"19447","Aves","Gruiformes","Rallidae","Crecopsis","Crecopsis_egregia",NA,NA,137,NA,137,137,137,NA,137,NA,137,137,137,NA,NA,NA,NA,NA,NA
"19448","Aves","Gruiformes","Rallidae","Crex","Crex_crex",NA,NA,155.5,155.5,155.5,155.5,155.5,NA,169,169,169,169,169,NA,142,142,142,142,142
"19449","Aves","Gruiformes","Rallidae","Cyanolimnas","Cyanolimnas_cerverai",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19450","Aves","Gruiformes","Rallidae","Dryolimnas","Dryolimnas_cuvieri",NA,NA,NA,189,189,189,189,NA,NA,232.5,232.5,232.5,232.5,NA,NA,180.5,180.5,180.5,180.5
"19451","Aves","Gruiformes","Rallidae","Eulabeornis","Eulabeornis_castaneoventris",NA,NA,NA,653.4,653.4,653.4,653.4,NA,NA,746,746,746,746,NA,NA,629,629,629,629
"19452","Aves","Gruiformes","Rallidae","Fulica","Fulica_alai",426.1,NA,NA,620.5,523.3,523.3,620.5,NA,NA,688,688,688,688,NA,NA,538,538,538,538
"19453","Aves","Gruiformes","Rallidae","Fulica","Fulica_americana",636.74,700,540,620.5,624.31,628.62,700,700,629,688,672.333333333333,688,700,NA,451,538,494.5,494.5,538
"19454","Aves","Gruiformes","Rallidae","Fulica","Fulica_ardesiaca",987.99,NA,NA,1000,993.995,993.995,1000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19455","Aves","Gruiformes","Rallidae","Fulica","Fulica_armillata",1040,NA,NA,1060,1050,1050,1060,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19456","Aves","Gruiformes","Rallidae","Fulica","Fulica_atra",717.12,NA,775,775,755.706666666667,775,775,NA,835,845,840,840,845,NA,715,718,716.5,716.5,718
"19457","Aves","Gruiformes","Rallidae","Fulica","Fulica_caribaea",1055.87,NA,NA,NA,1055.87,1055.87,1055.87,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19458","Aves","Gruiformes","Rallidae","Fulica","Fulica_cornuta",2110.36,NA,NA,2020,2065.18,2065.18,2110.36,NA,NA,2355.5,2355.5,2355.5,2355.5,NA,NA,1835,1835,1835,1835
"19459","Aves","Gruiformes","Rallidae","Fulica","Fulica_cristata",826,NA,942.5,832.5,867,832.5,942.5,NA,985,917.5,951.25,951.25,985,NA,900,761.5,830.75,830.75,900
"19460","Aves","Gruiformes","Rallidae","Fulica","Fulica_gigantea",2442.74,NA,NA,2455,2448.87,2448.87,2455,NA,NA,2700,2700,2700,2700,NA,NA,2210,2210,2210,2210
"19461","Aves","Gruiformes","Rallidae","Fulica","Fulica_leucoptera",656,NA,NA,631.5,643.75,643.75,656,NA,NA,NA,NA,NA,NA,NA,NA,607,607,607,607
"19462","Aves","Gruiformes","Rallidae","Fulica","Fulica_rufifrons",644,NA,NA,702.5,673.25,673.25,702.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19463","Aves","Gruiformes","Rallidae","Gallicrex","Gallicrex_cinerea",NA,NA,NA,352.3333333,352.3333333,352.3333333,352.3333333,NA,NA,488,488,488,488,NA,NA,303,303,303,303
"19464","Aves","Gruiformes","Rallidae","Gallinula","Gallinula_angulata",129.98,NA,138.25,146.375,138.201666666667,138.25,146.375,NA,158,155,156.5,156.5,158,NA,118.5,114.5,116.5,116.5,118.5
"19465","Aves","Gruiformes","Rallidae","Gallinula","Gallinula_chloropus",339.63,NA,348.5,377,355.043333333333,348.5,377,NA,359,368,363.5,363.5,368,NA,338,324.375,331.1875,331.1875,338
"19466","Aves","Gruiformes","Rallidae","Gallinula","Gallinula_melanops",191,NA,NA,191,191,191,191,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19467","Aves","Gruiformes","Rallidae","Gallinula","Gallinula_mortierii",1291.83,NA,1292.5,NA,1292.165,1292.165,1292.5,NA,1334,NA,1334,1334,1334,NA,1251,NA,1251,1251,1251
"19468","Aves","Gruiformes","Rallidae","Gallinula","Gallinula_nesiotis",512.99,NA,NA,456.5,484.745,484.745,512.99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19469","Aves","Gruiformes","Rallidae","Gallinula","Gallinula_silvestris",450,NA,NA,450,450,450,450,NA,NA,450,450,450,450,NA,NA,NA,NA,NA,NA
"19470","Aves","Gruiformes","Rallidae","Gallinula","Gallinula_tenebrosa",530.1,NA,531.5,531.5,531.033333333333,531.5,531.5,NA,570,570,570,570,570,NA,493,493,493,493,493
"19471","Aves","Gruiformes","Rallidae","Gallinula","Gallinula_ventralis",386.31,NA,387,NA,386.655,386.655,387,NA,410,NA,410,410,410,NA,364,NA,364,364,364
"19472","Aves","Gruiformes","Rallidae","Gallirallus","Gallirallus_australis",875.72,NA,893.5,893.5,887.573333333333,893.5,893.5,NA,1034,1051.75,1042.875,1042.875,1051.75,NA,753,700.1666667,726.58333335,726.58333335,753
"19473","Aves","Gruiformes","Rallidae","Gallirallus","Gallirallus_calayanensis",244,NA,NA,244,244,244,244,NA,NA,NA,NA,NA,NA,NA,NA,244,244,244,244
"19474","Aves","Gruiformes","Rallidae","Gallirallus","Gallirallus_insignis",353.07,NA,NA,NA,353.07,353.07,353.07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19475","Aves","Gruiformes","Rallidae","Gallirallus","Gallirallus_okinawae",433,NA,NA,433.75,433.375,433.375,433.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19476","Aves","Gruiformes","Rallidae","Gallirallus","Gallirallus_owstoni",226.03,NA,NA,230.25,228.14,228.14,230.25,NA,NA,239.75,239.75,239.75,239.75,NA,NA,217,217,217,217
"19477","Aves","Gruiformes","Rallidae","Gallirallus","Gallirallus_philippensis",205.92,NA,173.3,208.75,195.99,205.92,208.75,NA,181,225,203,203,225,NA,165.6,185,175.3,175.3,185
"19478","Aves","Gruiformes","Rallidae","Gallirallus","Gallirallus_rovianae",353.07,NA,NA,NA,353.07,353.07,353.07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19479","Aves","Gruiformes","Rallidae","Gallirallus","Gallirallus_striatus",116,NA,NA,121,118.5,118.5,121,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19480","Aves","Gruiformes","Rallidae","Gallirallus","Gallirallus_sylvestris",494.38,NA,496,496,495.46,496,496,NA,536,536,536,536,536,NA,456,456,456,456,456
"19481","Aves","Gruiformes","Rallidae","Gallirallus","Gallirallus_torquatus",280,NA,NA,241,260.5,260.5,280,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19482","Aves","Gruiformes","Rallidae","Gymnocrex","Gymnocrex_plumbeiventris",288,NA,NA,288,288,288,288,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19483","Aves","Gruiformes","Rallidae","Gymnocrex","Gymnocrex_rosenbergii",300,NA,NA,NA,300,300,300,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19484","Aves","Gruiformes","Rallidae","Gymnocrex","Gymnocrex_talaudensis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19485","Aves","Gruiformes","Rallidae","Habroptila","Habroptila_wallacii",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19486","Aves","Gruiformes","Rallidae","Himantornis","Himantornis_haematopus",585.69,NA,390,589.75,521.813333333333,585.69,589.75,NA,NA,542.75,542.75,542.75,542.75,NA,390,630,510,510,630
"19487","Aves","Gruiformes","Rallidae","Laterallus","Laterallus_albigularis",NA,NA,NA,44.5,44.5,44.5,44.5,NA,NA,49.7,49.7,49.7,49.7,NA,NA,45,45,45,45
"19488","Aves","Gruiformes","Rallidae","Laterallus","Laterallus_exilis",NA,35,NA,33.725,34.3625,34.3625,35,NA,NA,32.4,32.4,32.4,32.4,35,NA,34.7,34.85,34.85,35
"19489","Aves","Gruiformes","Rallidae","Laterallus","Laterallus_jamaicensis",NA,NA,35.4,33.2125,34.30625,34.30625,35.4,NA,34.6,32.5125,33.55625,33.55625,34.6,NA,36.2,36,36.1,36.1,36.2
"19490","Aves","Gruiformes","Rallidae","Laterallus","Laterallus_leucopyrrhus",NA,NA,NA,45.5,45.5,45.5,45.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19491","Aves","Gruiformes","Rallidae","Laterallus","Laterallus_levraudi",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19492","Aves","Gruiformes","Rallidae","Laterallus","Laterallus_melanophaius",NA,NA,NA,56.75,56.75,56.75,56.75,NA,NA,60,60,60,60,NA,NA,53.5,53.5,53.5,53.5
"19493","Aves","Gruiformes","Rallidae","Laterallus","Laterallus_ruber",NA,NA,NA,45.2,45.2,45.2,45.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19494","Aves","Gruiformes","Rallidae","Laterallus","Laterallus_spilonotus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19495","Aves","Gruiformes","Rallidae","Laterallus","Laterallus_tuerosi",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19496","Aves","Gruiformes","Rallidae","Laterallus","Laterallus_xenopterus",NA,NA,NA,59.75,59.75,59.75,59.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
