"","Class","Order","Family","Genus","Scientific_name","Body_mass_g_1","Body_mass_g_2","Body_mass_g_3","Body_mass_g_4","Body_mass_g_mean","Body_mass_g_median","Body_mass_g_max","Body_mass_g_M_2","Body_mass_g_M_3","Body_mass_g_M_4","Body_mass_g_M_mean","Body_mass_g_M_median","Body_mass_g_M_max","Body_mass_g_F_2","Body_mass_g_F_3","Body_mass_g_F_4","Body_mass_g_F_mean","Body_mass_g_F_median","Body_mass_g_F_max"
"22373","Aves","Passeriformes","Muscicapidae","Rhinomyias","Rhinomyias_additus",22.49,NA,NA,NA,22.49,22.49,22.49,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22374","Aves","Passeriformes","Muscicapidae","Rhinomyias","Rhinomyias_albigularis",35.66,NA,NA,NA,35.66,35.66,35.66,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22375","Aves","Passeriformes","Muscicapidae","Rhinomyias","Rhinomyias_brunneatus",18.1,NA,NA,NA,18.1,18.1,18.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22376","Aves","Passeriformes","Muscicapidae","Rhinomyias","Rhinomyias_colonus",23.14,NA,NA,NA,23.14,23.14,23.14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22377","Aves","Passeriformes","Muscicapidae","Rhinomyias","Rhinomyias_goodfellowi",31.7,NA,NA,NA,31.7,31.7,31.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22378","Aves","Passeriformes","Muscicapidae","Rhinomyias","Rhinomyias_gularis",25.1,NA,NA,NA,25.1,25.1,25.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22379","Aves","Passeriformes","Muscicapidae","Rhinomyias","Rhinomyias_insignis",28.7,NA,NA,NA,28.7,28.7,28.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22380","Aves","Passeriformes","Muscicapidae","Rhinomyias","Rhinomyias_olivaceus",15.7,NA,NA,NA,15.7,15.7,15.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22381","Aves","Passeriformes","Muscicapidae","Rhinomyias","Rhinomyias_oscillans",23.93,NA,NA,NA,23.93,23.93,23.93,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22382","Aves","Passeriformes","Muscicapidae","Rhinomyias","Rhinomyias_ruficauda",17.3,NA,NA,NA,17.3,17.3,17.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22383","Aves","Passeriformes","Muscicapidae","Rhinomyias","Rhinomyias_umbratilis",18.2,NA,NA,NA,18.2,18.2,18.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22384","Aves","Passeriformes","Muscicapidae","Rhyacornis","Rhyacornis_bicolor",23,NA,NA,NA,23,23,23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22385","Aves","Passeriformes","Muscicapidae","Rhyacornis","Rhyacornis_fuliginosa",20.33,NA,NA,NA,20.33,20.33,20.33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22386","Aves","Passeriformes","Muscicapidae","Saxicola","Saxicola_caprata",15.2,NA,14.9,14.95,15.0166666666667,14.95,15.2,NA,14.5,14,14.25,14.25,14.5,NA,15.3,14.4,14.85,14.85,15.3
"22387","Aves","Passeriformes","Muscicapidae","Saxicola","Saxicola_dacotiae",12.2,NA,NA,12.35,12.275,12.275,12.35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22388","Aves","Passeriformes","Muscicapidae","Saxicola","Saxicola_ferreus",NA,NA,NA,14.7,14.7,14.7,14.7,NA,NA,14.9,14.9,14.9,14.9,NA,NA,14.625,14.625,14.625,14.625
"22389","Aves","Passeriformes","Muscicapidae","Saxicola","Saxicola_gutturalis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22390","Aves","Passeriformes","Muscicapidae","Saxicola","Saxicola_insignis",15.27,NA,NA,NA,15.27,15.27,15.27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22391","Aves","Passeriformes","Muscicapidae","Saxicola","Saxicola_jerdoni",25.2,NA,NA,NA,25.2,25.2,25.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22392","Aves","Passeriformes","Muscicapidae","Saxicola","Saxicola_leucurus",15.27,NA,NA,NA,15.27,15.27,15.27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22393","Aves","Passeriformes","Muscicapidae","Saxicola","Saxicola_macrorhynchus",15.27,NA,NA,NA,15.27,15.27,15.27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22394","Aves","Passeriformes","Muscicapidae","Saxicola","Saxicola_rubetra",16.6,NA,16.6,16.6,16.6,16.6,16.6,NA,16.5,15.95,16.225,16.225,16.5,NA,16.7,16.35,16.525,16.525,16.7
"22395","Aves","Passeriformes","Muscicapidae","Saxicola","Saxicola_tectes",12.64,NA,NA,12.875,12.7575,12.7575,12.875,NA,NA,14,14,14,14,NA,NA,13,13,13,13
"22396","Aves","Passeriformes","Muscicapidae","Saxicola","Saxicola_torquatus",14.09,NA,NA,14.7,14.395,14.395,14.7,NA,NA,14.2,14.2,14.2,14.2,NA,NA,14.8,14.8,14.8,14.8
"22397","Aves","Passeriformes","Muscicapidae","Saxicoloides","Saxicoloides_fulicatus",16.6,NA,NA,NA,16.6,16.6,16.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22398","Aves","Passeriformes","Muscicapidae","Sheppardia","Sheppardia_aequatorialis",NA,NA,14.7,15.75,15.225,15.225,15.75,NA,14.9,15.2,15.05,15.05,15.2,NA,14.5,14.65,14.575,14.575,14.65
"22399","Aves","Passeriformes","Muscicapidae","Sheppardia","Sheppardia_aurantiithorax",17.1,NA,NA,NA,17.1,17.1,17.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22400","Aves","Passeriformes","Muscicapidae","Sheppardia","Sheppardia_bocagei",14.7,NA,17.5,18.3,16.8333333333333,17.5,18.3,NA,17.5,17.5,17.5,17.5,17.5,NA,NA,NA,NA,NA,NA
"22401","Aves","Passeriformes","Muscicapidae","Sheppardia","Sheppardia_cyornithopsis",NA,NA,18.45,17.85,18.15,18.15,18.45,NA,19.6,19.6,19.6,19.6,19.6,NA,17.3,17.25,17.275,17.275,17.3
"22402","Aves","Passeriformes","Muscicapidae","Sheppardia","Sheppardia_gabela",11,NA,NA,11,11,11,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22403","Aves","Passeriformes","Muscicapidae","Sheppardia","Sheppardia_gunningi",17.33,NA,17.35,17.025,17.235,17.33,17.35,NA,18,18,18,18,18,NA,16.7,16.7,16.7,16.7,16.7
"22404","Aves","Passeriformes","Muscicapidae","Sheppardia","Sheppardia_lowei",18.4,NA,18.4,18.4,18.4,18.4,18.4,NA,19.3,19.3,19.3,19.3,19.3,NA,17.5,17.5,17.5,17.5,17.5
"22405","Aves","Passeriformes","Muscicapidae","Sheppardia","Sheppardia_montana",21.8,NA,22.75,21.8,22.1166666666667,21.8,22.75,NA,24.2,24.2,24.2,24.2,24.2,NA,21.3,21.3,21.3,21.3,21.3
"22406","Aves","Passeriformes","Muscicapidae","Sheppardia","Sheppardia_sharpei",NA,NA,13.75,14.7,14.225,14.225,14.7,NA,14.8,14.8,14.8,14.8,14.8,NA,12.7,12.7,12.7,12.7,12.7
"22407","Aves","Passeriformes","Muscicapidae","Sigelus","Sigelus_silens",25.7,NA,26.25,NA,25.975,25.975,26.25,NA,25.6,NA,25.6,25.6,25.6,NA,26.9,NA,26.9,26.9,26.9
"22408","Aves","Passeriformes","Muscicapidae","Stenostira","Stenostira_scita",5.9,NA,NA,5.95,5.925,5.925,5.95,NA,NA,NA,NA,NA,NA,NA,NA,6.5,6.5,6.5,6.5
"22409","Aves","Passeriformes","Muscicapidae","Stiphrornis","Stiphrornis_erythrothorax",15.6,NA,14.7,14.7,15,14.7,15.6,NA,14.9,14.9,14.9,14.9,14.9,NA,14.5,14.5,14.5,14.5,14.5
"22410","Aves","Passeriformes","Muscicapidae","Swynnertonia","Swynnertonia_swynnertoni",NA,NA,16.05,16.3,16.175,16.175,16.3,NA,15.8,15.8,15.8,15.8,15.8,NA,16.3,16.3,16.3,16.3,16.3
"22411","Aves","Passeriformes","Muscicapidae","Tarsiger","Tarsiger_chrysaeus",13.8,NA,NA,13.975,13.8875,13.8875,13.975,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22412","Aves","Passeriformes","Muscicapidae","Tarsiger","Tarsiger_cyanurus",13.43,NA,14.45,14,13.96,14,14.45,NA,13.8,13.8,13.8,13.8,13.8,NA,15.1,15.1,15.1,15.1,15.1
"22413","Aves","Passeriformes","Muscicapidae","Tarsiger","Tarsiger_hyperythrus",12,NA,NA,12,12,12,12,NA,NA,12,12,12,12,NA,NA,NA,NA,NA,NA
"22414","Aves","Passeriformes","Muscicapidae","Tarsiger","Tarsiger_indicus",14.6,NA,NA,14.475,14.5375,14.5375,14.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22415","Aves","Passeriformes","Muscicapidae","Tarsiger","Tarsiger_johnstoniae",10.49,NA,NA,10.55,10.52,10.52,10.55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22416","Aves","Passeriformes","Muscicapidae","Trichixos","Trichixos_pyrropygus",40.9,NA,NA,NA,40.9,40.9,40.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22417","Aves","Passeriformes","Muscicapidae","Xenocopsychus","Xenocopsychus_ansorgei",35.07,NA,NA,NA,35.07,35.07,35.07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22418","Aves","Passeriformes","Nectariniidae","Aethopyga","Aethopyga_bella",4,NA,NA,4.1,4.05,4.05,4.1,NA,NA,NA,NA,NA,NA,NA,NA,4.1,4.1,4.1,4.1
"22419","Aves","Passeriformes","Nectariniidae","Aethopyga","Aethopyga_boltoni",NA,NA,NA,7.2,7.2,7.2,7.2,NA,NA,8.05,8.05,8.05,8.05,NA,NA,7.2,7.2,7.2,7.2
"22420","Aves","Passeriformes","Nectariniidae","Aethopyga","Aethopyga_christinae",5.2,NA,NA,5.25,5.225,5.225,5.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22421","Aves","Passeriformes","Nectariniidae","Aethopyga","Aethopyga_duyvenbodei",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22422","Aves","Passeriformes","Nectariniidae","Aethopyga","Aethopyga_eximia",6.03,NA,NA,NA,6.03,6.03,6.03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22423","Aves","Passeriformes","Nectariniidae","Aethopyga","Aethopyga_flagrans",NA,NA,NA,6.775,6.775,6.775,6.775,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22424","Aves","Passeriformes","Nectariniidae","Aethopyga","Aethopyga_gouldiae",NA,NA,NA,6.125,6.125,6.125,6.125,NA,NA,7.25,7.25,7.25,7.25,NA,NA,5,5,5,5
"22425","Aves","Passeriformes","Nectariniidae","Aethopyga","Aethopyga_ignicauda",8.2,NA,NA,8.225,8.2125,8.2125,8.225,NA,NA,8.225,8.225,8.225,8.225,NA,NA,NA,NA,NA,NA
"22426","Aves","Passeriformes","Nectariniidae","Aethopyga","Aethopyga_linaraborae",10.9,NA,NA,7.85,9.375,9.375,10.9,NA,NA,7.875,7.875,7.875,7.875,NA,NA,6.5,6.5,6.5,6.5
"22427","Aves","Passeriformes","Nectariniidae","Aethopyga","Aethopyga_mystacalis",6,NA,NA,6,6,6,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22428","Aves","Passeriformes","Nectariniidae","Aethopyga","Aethopyga_nipalensis",6.9,NA,NA,6.325,6.6125,6.6125,6.9,NA,NA,7.075,7.075,7.075,7.075,NA,NA,5.375,5.375,5.375,5.375
"22429","Aves","Passeriformes","Nectariniidae","Aethopyga","Aethopyga_primigenia",NA,NA,NA,6.9,6.9,6.9,6.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22430","Aves","Passeriformes","Nectariniidae","Aethopyga","Aethopyga_pulcherrima",NA,NA,NA,6.075,6.075,6.075,6.075,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22431","Aves","Passeriformes","Nectariniidae","Aethopyga","Aethopyga_saturata",5.3,NA,NA,5.15,5.225,5.225,5.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22432","Aves","Passeriformes","Nectariniidae","Aethopyga","Aethopyga_shelleyi",NA,NA,NA,4.1,4.1,4.1,4.1,NA,NA,NA,NA,NA,NA,NA,NA,4.1,4.1,4.1,4.1
"22433","Aves","Passeriformes","Nectariniidae","Aethopyga","Aethopyga_siparaja",6.7,NA,NA,6.9,6.8,6.8,6.9,NA,NA,6.8,6.8,6.8,6.8,NA,NA,7.3,7.3,7.3,7.3
"22434","Aves","Passeriformes","Nectariniidae","Anthreptes","Anthreptes_anchietae",6.3,NA,NA,8,7.15,7.15,8,NA,NA,8,8,8,8,NA,NA,NA,NA,NA,NA
"22435","Aves","Passeriformes","Nectariniidae","Anthreptes","Anthreptes_aurantium",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22436","Aves","Passeriformes","Nectariniidae","Anthreptes","Anthreptes_collaris",NA,NA,7.4,NA,7.4,7.4,7.4,NA,7.8,NA,7.8,7.8,7.8,NA,7,NA,7,7,7
"22437","Aves","Passeriformes","Nectariniidae","Anthreptes","Anthreptes_fraseri",11.31,NA,NA,NA,11.31,11.31,11.31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22438","Aves","Passeriformes","Nectariniidae","Anthreptes","Anthreptes_gabonicus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22439","Aves","Passeriformes","Nectariniidae","Anthreptes","Anthreptes_longuemarei",NA,NA,11.95,11.8,11.875,11.875,11.95,NA,12.6,11.85,12.225,12.225,12.6,NA,11.3,11.3,11.3,11.3,11.3
"22440","Aves","Passeriformes","Nectariniidae","Anthreptes","Anthreptes_malacensis",NA,NA,NA,11.35,11.35,11.35,11.35,NA,NA,12.15,12.15,12.15,12.15,NA,NA,10.475,10.475,10.475,10.475
"22441","Aves","Passeriformes","Nectariniidae","Anthreptes","Anthreptes_metallicus",NA,NA,7,NA,7,7,7,NA,7,NA,7,7,7,NA,7,NA,7,7,7
"22442","Aves","Passeriformes","Nectariniidae","Anthreptes","Anthreptes_neglectus",NA,NA,9.5,12,10.75,10.75,12,NA,10,12.4,11.2,11.2,12.4,NA,9,11.3,10.15,10.15,11.3
"22443","Aves","Passeriformes","Nectariniidae","Anthreptes","Anthreptes_orientalis",NA,NA,10.3,10.3,10.3,10.3,10.3,NA,10.4,10.4,10.4,10.4,10.4,NA,10.2,10.2,10.2,10.2,10.2
"22444","Aves","Passeriformes","Nectariniidae","Anthreptes","Anthreptes_pallidigaster",NA,NA,7,NA,7,7,7,NA,6.8,NA,6.8,6.8,6.8,NA,7.2,NA,7.2,7.2,7.2
"22445","Aves","Passeriformes","Nectariniidae","Anthreptes","Anthreptes_platurus",NA,NA,6.25,NA,6.25,6.25,6.25,NA,6.5,NA,6.5,6.5,6.5,NA,6,NA,6,6,6
"22446","Aves","Passeriformes","Nectariniidae","Anthreptes","Anthreptes_rectirostris",NA,NA,10.6,10.6,10.6,10.6,10.6,NA,11.3,11.3,11.3,11.3,11.3,NA,9.9,9.9,9.9,9.9,9.9
"22447","Aves","Passeriformes","Nectariniidae","Anthreptes","Anthreptes_reichenowi",7.32,NA,7.45,7.45,7.40666666666667,7.45,7.45,NA,7.8,7.75,7.775,7.775,7.8,NA,7.1,7.1,7.1,7.1,7.1
"22448","Aves","Passeriformes","Nectariniidae","Anthreptes","Anthreptes_rhodolaemus",NA,NA,NA,13.3,13.3,13.3,13.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22449","Aves","Passeriformes","Nectariniidae","Anthreptes","Anthreptes_rubritorques",NA,NA,10.6,10.65,10.625,10.625,10.65,NA,10.6,11.1,10.85,10.85,11.1,NA,NA,9.9,9.9,9.9,9.9
"22450","Aves","Passeriformes","Nectariniidae","Anthreptes","Anthreptes_simplex",NA,NA,NA,9.425,9.425,9.425,9.425,NA,NA,9.45,9.45,9.45,9.45,NA,NA,8.975,8.975,8.975,8.975
"22451","Aves","Passeriformes","Nectariniidae","Anthreptes","Anthreptes_singalensis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22452","Aves","Passeriformes","Nectariniidae","Arachnothera","Arachnothera_affinis",26.4,NA,NA,26.05,26.225,26.225,26.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22453","Aves","Passeriformes","Nectariniidae","Arachnothera","Arachnothera_chrysogenys",23.2,NA,NA,23.225,23.2125,23.2125,23.225,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22454","Aves","Passeriformes","Nectariniidae","Arachnothera","Arachnothera_clarae",30.1,NA,NA,30.625,30.3625,30.3625,30.625,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22455","Aves","Passeriformes","Nectariniidae","Arachnothera","Arachnothera_crassirostris",16,NA,NA,15.975,15.9875,15.9875,16,NA,NA,NA,NA,NA,NA,NA,NA,15.975,15.975,15.975,15.975
"22456","Aves","Passeriformes","Nectariniidae","Arachnothera","Arachnothera_everetti",29.2,NA,NA,24.25,26.725,26.725,29.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22457","Aves","Passeriformes","Nectariniidae","Arachnothera","Arachnothera_flavigaster",38.4,NA,NA,38.4,38.4,38.4,38.4,NA,NA,NA,NA,NA,NA,NA,NA,38.4,38.4,38.4,38.4
"22458","Aves","Passeriformes","Nectariniidae","Arachnothera","Arachnothera_juliae",31.6,NA,NA,NA,31.6,31.6,31.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22459","Aves","Passeriformes","Nectariniidae","Arachnothera","Arachnothera_longirostra",12.46,NA,NA,13,12.73,12.73,13,NA,NA,13.6,13.6,13.6,13.6,NA,NA,11.25,11.25,11.25,11.25
"22460","Aves","Passeriformes","Nectariniidae","Arachnothera","Arachnothera_magna",30.7,NA,NA,29,29.85,29.85,30.7,NA,NA,NA,NA,NA,NA,NA,NA,25,25,25,25
"22461","Aves","Passeriformes","Nectariniidae","Arachnothera","Arachnothera_robusta",25.37,NA,NA,NA,25.37,25.37,25.37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22462","Aves","Passeriformes","Nectariniidae","Hypogramma","Hypogramma_hypogrammicum",NA,NA,NA,11.45,11.45,11.45,11.45,NA,NA,11.3875,11.3875,11.3875,11.3875,NA,NA,11.45,11.45,11.45,11.45
"22463","Aves","Passeriformes","Nectariniidae","Nectarinia","Nectarinia_adelberti",9.8,NA,9.75,NA,9.775,9.775,9.8,NA,10.1,NA,10.1,10.1,10.1,NA,9.4,NA,9.4,9.4,9.4
"22464","Aves","Passeriformes","Nectariniidae","Nectarinia","Nectarinia_afra",NA,NA,10.95,NA,10.95,10.95,10.95,NA,12.1,NA,12.1,12.1,12.1,NA,9.8,NA,9.8,9.8,9.8
"22465","Aves","Passeriformes","Nectariniidae","Nectarinia","Nectarinia_alinae",12.56,NA,12.4,NA,12.48,12.48,12.56,NA,13.5,NA,13.5,13.5,13.5,NA,11.3,NA,11.3,11.3,11.3
"22466","Aves","Passeriformes","Nectariniidae","Nectarinia","Nectarinia_amethystina",NA,NA,10.4,NA,10.4,10.4,10.4,NA,11,NA,11,11,11,NA,9.8,NA,9.8,9.8,9.8
"22467","Aves","Passeriformes","Nectariniidae","Nectarinia","Nectarinia_asiatica",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22468","Aves","Passeriformes","Nectariniidae","Nectarinia","Nectarinia_aspasia",9.65,NA,NA,NA,9.65,9.65,9.65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22469","Aves","Passeriformes","Nectariniidae","Nectarinia","Nectarinia_balfouri",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22470","Aves","Passeriformes","Nectariniidae","Nectarinia","Nectarinia_bannermani",11.8,NA,14.1,NA,12.95,12.95,14.1,NA,NA,NA,NA,NA,NA,NA,14.1,NA,14.1,14.1,14.1
"22471","Aves","Passeriformes","Nectariniidae","Nectarinia","Nectarinia_batesi",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22472","Aves","Passeriformes","Nectariniidae","Nectarinia","Nectarinia_bifasciata",7.18,NA,7.2,NA,7.19,7.19,7.2,NA,7.6,NA,7.6,7.6,7.6,NA,6.8,NA,6.8,6.8,6.8
"22473","Aves","Passeriformes","Nectariniidae","Nectarinia","Nectarinia_bocagii",8.98,NA,NA,14.775,11.8775,11.8775,14.775,NA,NA,14.775,14.775,14.775,14.775,NA,NA,NA,NA,NA,NA
"22474","Aves","Passeriformes","Nectariniidae","Nectarinia","Nectarinia_bouvieri",NA,NA,8.5,NA,8.5,8.5,8.5,NA,8.5,NA,8.5,8.5,8.5,NA,NA,NA,NA,NA,NA
"22475","Aves","Passeriformes","Nectariniidae","Nectarinia","Nectarinia_buettikoferi",9.65,NA,NA,NA,9.65,9.65,9.65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22476","Aves","Passeriformes","Nectariniidae","Nectarinia","Nectarinia_calcostetha",8.6,NA,NA,NA,8.6,8.6,8.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22477","Aves","Passeriformes","Nectariniidae","Nectarinia","Nectarinia_chalcomelas",8.2,NA,NA,NA,8.2,8.2,8.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22478","Aves","Passeriformes","Nectariniidae","Nectarinia","Nectarinia_chalybea",NA,NA,7.95,NA,7.95,7.95,7.95,NA,8.6,NA,8.6,8.6,8.6,NA,7.3,NA,7.3,7.3,7.3
"22479","Aves","Passeriformes","Nectariniidae","Nectarinia","Nectarinia_chloropygia",NA,NA,7.1,NA,7.1,7.1,7.1,NA,7.1,NA,7.1,7.1,7.1,NA,NA,NA,NA,NA,NA
"22480","Aves","Passeriformes","Nectariniidae","Nectarinia","Nectarinia_coccinigaster",14.3,NA,14.3,NA,14.3,14.3,14.3,NA,14.3,NA,14.3,14.3,14.3,NA,NA,NA,NA,NA,NA
"22481","Aves","Passeriformes","Nectariniidae","Nectarinia","Nectarinia_comorensis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22482","Aves","Passeriformes","Nectariniidae","Nectarinia","Nectarinia_congensis",9.65,NA,NA,NA,9.65,9.65,9.65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22483","Aves","Passeriformes","Nectariniidae","Nectarinia","Nectarinia_coquerellii",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22484","Aves","Passeriformes","Nectariniidae","Nectarinia","Nectarinia_cuprea",8.9,NA,8.55,NA,8.725,8.725,8.9,NA,9,NA,9,9,9,NA,8.1,NA,8.1,8.1,8.1
"22485","Aves","Passeriformes","Nectariniidae","Nectarinia","Nectarinia_cyanolaema",NA,NA,16.95,NA,16.95,16.95,16.95,NA,16.9,NA,16.9,16.9,16.9,NA,17,NA,17,17,17
"22486","Aves","Passeriformes","Nectariniidae","Nectarinia","Nectarinia_dussumieri",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22487","Aves","Passeriformes","Nectariniidae","Nectarinia","Nectarinia_erythrocerca",8.79,NA,8.8,NA,8.795,8.795,8.8,NA,9.2,NA,9.2,9.2,9.2,NA,8.4,NA,8.4,8.4,8.4
"22488","Aves","Passeriformes","Nectariniidae","Nectarinia","Nectarinia_famosa",NA,NA,14.7,14.7,14.7,14.7,14.7,NA,15.5,15.5,15.5,15.5,15.5,NA,13.9,13.4,13.65,13.65,13.9
"22489","Aves","Passeriformes","Nectariniidae","Nectarinia","Nectarinia_fuelleborni",8.19,NA,NA,NA,8.19,8.19,8.19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22490","Aves","Passeriformes","Nectariniidae","Nectarinia","Nectarinia_fuliginosa",NA,NA,12.2,NA,12.2,12.2,12.2,NA,NA,NA,NA,NA,NA,NA,12.2,NA,12.2,12.2,12.2
"22491","Aves","Passeriformes","Nectariniidae","Nectarinia","Nectarinia_fusca",7.83,NA,10,NA,8.915,8.915,10,NA,10,NA,10,10,10,NA,NA,NA,NA,NA,NA
"22492","Aves","Passeriformes","Nectariniidae","Nectarinia","Nectarinia_habessinica",NA,NA,9.55,NA,9.55,9.55,9.55,NA,10,NA,10,10,10,NA,9.1,NA,9.1,9.1,9.1
"22493","Aves","Passeriformes","Nectariniidae","Nectarinia","Nectarinia_hartlaubii",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22494","Aves","Passeriformes","Nectariniidae","Nectarinia","Nectarinia_humbloti",6.5,NA,NA,NA,6.5,6.5,6.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22495","Aves","Passeriformes","Nectariniidae","Nectarinia","Nectarinia_hunteri",NA,NA,10.95,NA,10.95,10.95,10.95,NA,11.9,NA,11.9,11.9,11.9,NA,10,NA,10,10,10
"22496","Aves","Passeriformes","Nectariniidae","Nectarinia","Nectarinia_johannae",5,NA,13.05,NA,9.025,9.025,13.05,NA,13.7,NA,13.7,13.7,13.7,NA,12.4,NA,12.4,12.4,12.4
"22497","Aves","Passeriformes","Nectariniidae","Nectarinia","Nectarinia_johnstoni",NA,NA,15.7,15.7,15.7,15.7,15.7,NA,15.7,16.15,15.925,15.925,16.15,NA,NA,14.375,14.375,14.375,14.375
"22498","Aves","Passeriformes","Nectariniidae","Nectarinia","Nectarinia_jugularis",8.99,NA,NA,NA,8.99,8.99,8.99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22499","Aves","Passeriformes","Nectariniidae","Nectarinia","Nectarinia_kilimensis",NA,NA,15.65,15.325,15.4875,15.4875,15.65,NA,16.7,16.7,16.7,16.7,16.7,NA,14.6,14.65,14.625,14.625,14.65
"22500","Aves","Passeriformes","Nectariniidae","Nectarinia","Nectarinia_lotenia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22501","Aves","Passeriformes","Nectariniidae","Nectarinia","Nectarinia_loveridgei",NA,NA,10.05,NA,10.05,10.05,10.05,NA,10.8,NA,10.8,10.8,10.8,NA,9.3,NA,9.3,9.3,9.3
