id,Order,Family,Genus,Species,Fos,Ter,Aqu,Arb,Leaves,Flowers,Seeds,Fruits,Arthro,Vert,Diu,Noc,Crepu,Wet_warm,Wet_cold,Dry_warm,Dry_cold,Body_mass_g,Age_at_maturity_min_y,Age_at_maturity_max_y,Body_size_mm,Size_at_maturity_min_mm,Size_at_maturity_max_mm,Longevity_max_y,Litter_size_min_n,Litter_size_max_n,Reproductive_output_y,Offspring_size_min_mm,Offspring_size_max_mm,Dir,Lar,Viv,OBS
Anf0933,Anura,Centrolenidae,Centrolene,Centrolene_medemi,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,NA
Anf0934,Anura,Centrolenidae,Centrolene,Centrolene_muelleri,NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,NA
Anf0935,Anura,Centrolenidae,Centrolene,Centrolene_notostictum,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,24.9,NA,NA,NA,20,20,1,NA,NA,0,1,0,NA
Anf0936,Anura,Centrolenidae,Centrolene,Centrolene_paezorum,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,NA
Anf0937,Anura,Centrolenidae,Centrolene,Centrolene_peristictum,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20.6,NA,NA,NA,NA,NA,1,NA,NA,0,1,0,NA
Anf0938,Anura,Centrolenidae,Centrolene,Centrolene_petrophilum,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,38,NA,NA,NA,NA,NA,1,NA,NA,0,1,0,NA
Anf0939,Anura,Centrolenidae,Centrolene,Centrolene_pipilatum,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23.1,NA,NA,NA,NA,NA,1,NA,NA,0,1,0,NA
Anf0940,Anura,Centrolenidae,Centrolene,Centrolene_quindianum,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26.6,NA,NA,NA,NA,NA,1,NA,NA,0,1,0,NA
Anf0941,Anura,Centrolenidae,Centrolene,Centrolene_robledoi,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25.9,NA,NA,NA,NA,NA,1,NA,NA,0,1,0,NA
Anf0942,Anura,Centrolenidae,Centrolene,Centrolene_sanchezi,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20.7,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,NA
Anf0943,Anura,Centrolenidae,Centrolene,Centrolene_savagei,NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,23.9,NA,NA,NA,20,20,NA,6.4,6.4,NA,NA,NA,NA
Anf0944,Anura,Centrolenidae,Centrolene,Centrolene_scirtetes,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,NA
Anf0945,Anura,Centrolenidae,Centrolene,Centrolene_solitaria,NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Anf0946,Anura,Centrolenidae,Centrolene,Centrolene_venezuelense,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,0,1,0,NA
Anf0947,Anura,Centrolenidae,Chimerella,Chimerella_mariaelenae,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Anf0948,Anura,Centrolenidae,Cochranella,Cochranella_adenocheira,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27.7,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,NA
Anf0949,Anura,Centrolenidae,Cochranella,Cochranella_balionota,NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Anf0950,Anura,Centrolenidae,Cochranella,Cochranella_croceopodes,NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,25.2,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,NA
Anf0951,Anura,Centrolenidae,Cochranella,Cochranella_duidaeana,NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,NA
Anf0952,Anura,Centrolenidae,Cochranella,Cochranella_euhystrix,NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,NA
Anf0953,Anura,Centrolenidae,Cochranella,Cochranella_euknemos,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,32,NA,NA,NA,55,55,1,NA,NA,0,1,0,NA
Anf0954,Anura,Centrolenidae,Cochranella,Cochranella_geijskesi,NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,NA
Anf0955,Anura,Centrolenidae,Cochranella,Cochranella_granulosa,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,32,NA,NA,NA,18,55,1,1.5,3,0,1,0,NA
Anf0956,Anura,Centrolenidae,Cochranella,Cochranella_mache,NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,28,NA,NA,NA,NA,NA,1,NA,NA,0,1,0,NA
Anf0957,Anura,Centrolenidae,Cochranella,Cochranella_megista,NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Anf0958,Anura,Centrolenidae,Cochranella,Cochranella_nola,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25.7,NA,NA,NA,NA,NA,1,NA,NA,0,1,0,NA
Anf0959,Anura,Centrolenidae,Cochranella,Cochranella_orejuela,NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,NA
Anf0960,Anura,Centrolenidae,Cochranella,Cochranella_phryxa,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Anf0961,Anura,Centrolenidae,Cochranella,Cochranella_ramirezi,NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27.4,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,NA
Anf0962,Anura,Centrolenidae,Cochranella,Cochranella_resplendens,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,27,NA,NA,NA,NA,NA,1,NA,NA,0,1,0,NA
Anf0963,Anura,Centrolenidae,Cochranella,Cochranella_ritae,NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,NA
Anf0964,Anura,Centrolenidae,Cochranella,Cochranella_riveroi,NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,0,1,0,NA
Anf0965,Anura,Centrolenidae,Cochranella,Cochranella_xanthocheridia,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24.4,NA,NA,NA,NA,NA,1,NA,NA,0,1,0,NA
Anf0966,Anura,Centrolenidae,Espadarana,Espadarana_andina,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Anf0967,Anura,Centrolenidae,Espadarana,Espadarana_callistomma,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Anf0968,Anura,Centrolenidae,Espadarana,Espadarana_prosoblepon,NA,1,1,1,NA,NA,NA,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,31,NA,NA,NA,20,112,NA,10,10,NA,NA,NA,NA
Anf0969,Anura,Centrolenidae,Nymphargus,Nymphargus_anomalus,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24.1,NA,NA,NA,NA,NA,1,NA,NA,0,1,0,NA
Anf0970,Anura,Centrolenidae,Nymphargus,Nymphargus_armatus,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24.8,NA,NA,NA,NA,NA,1,NA,NA,0,1,0,NA
Anf0971,Anura,Centrolenidae,Nymphargus,Nymphargus_bejaranoi,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26.5,NA,NA,NA,NA,NA,1,NA,NA,0,1,0,NA
Anf0972,Anura,Centrolenidae,Nymphargus,Nymphargus_buenaventura,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,38,38,NA,NA,NA,0,1,0,NA
Anf0973,Anura,Centrolenidae,Nymphargus,Nymphargus_cariticommatus,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23.6,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,NA
Anf0974,Anura,Centrolenidae,Nymphargus,Nymphargus_chami,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,37.6,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,NA
Anf0975,Anura,Centrolenidae,Nymphargus,Nymphargus_chancas,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24.8,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,NA
Anf0976,Anura,Centrolenidae,Nymphargus,Nymphargus_cochranae,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26.3,NA,NA,NA,NA,NA,1,NA,NA,0,1,0,NA
Anf0977,Anura,Centrolenidae,Nymphargus,Nymphargus_cristinae,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31.1,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,NA
Anf0978,Anura,Centrolenidae,Nymphargus,Nymphargus_garciae,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27.7,NA,NA,NA,NA,NA,1,NA,NA,0,1,0,NA
Anf0979,Anura,Centrolenidae,Nymphargus,Nymphargus_grandisonae,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Anf0980,Anura,Centrolenidae,Nymphargus,Nymphargus_griffithsi,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,26.6,NA,NA,NA,9,9,1,NA,NA,0,1,0,NA
Anf0981,Anura,Centrolenidae,Nymphargus,Nymphargus_ignotus,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25.4,NA,NA,NA,NA,NA,1,NA,NA,0,1,0,NA
Anf0982,Anura,Centrolenidae,Nymphargus,Nymphargus_laurae,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19.9,NA,NA,NA,NA,NA,1,NA,NA,0,1,0,NA
Anf0983,Anura,Centrolenidae,Nymphargus,Nymphargus_luminosus,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32.7,NA,NA,NA,NA,NA,1,NA,NA,0,1,0,NA
Anf0984,Anura,Centrolenidae,Nymphargus,Nymphargus_luteopunctatus,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33.1,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,NA
Anf0985,Anura,Centrolenidae,Nymphargus,Nymphargus_mariae,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Anf0986,Anura,Centrolenidae,Nymphargus,Nymphargus_megacheirus,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32.8,NA,NA,NA,NA,NA,1,NA,NA,0,1,0,NA
Anf0987,Anura,Centrolenidae,Nymphargus,Nymphargus_mixomaculatus,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,NA
Anf0988,Anura,Centrolenidae,Nymphargus,Nymphargus_nephelophila,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24.1,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,NA
Anf0989,Anura,Centrolenidae,Nymphargus,Nymphargus_ocellatus,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Anf0990,Anura,Centrolenidae,Nymphargus,Nymphargus_oreonympha,NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26.4,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,NA
Anf0991,Anura,Centrolenidae,Nymphargus,Nymphargus_phenax,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,NA
Anf0992,Anura,Centrolenidae,Nymphargus,Nymphargus_pluvialis,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26.5,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,NA
Anf0993,Anura,Centrolenidae,Nymphargus,Nymphargus_posadae,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,34.1,NA,NA,NA,NA,NA,1,NA,NA,0,1,0,NA
Anf0994,Anura,Centrolenidae,Nymphargus,Nymphargus_prasinus,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33.9,NA,NA,NA,NA,NA,1,NA,NA,0,1,0,NA
Anf0995,Anura,Centrolenidae,Nymphargus,Nymphargus_puyoensis,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Anf0996,Anura,Centrolenidae,Nymphargus,Nymphargus_rosada,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28.3,NA,NA,NA,NA,NA,1,NA,NA,0,1,0,NA
Anf0997,Anura,Centrolenidae,Nymphargus,Nymphargus_ruizi,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26.4,NA,NA,NA,NA,NA,1,NA,NA,0,1,0,NA
Anf0998,Anura,Centrolenidae,Nymphargus,Nymphargus_siren,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22,NA,NA,NA,NA,NA,1,NA,NA,0,1,0,NA
Anf0999,Anura,Centrolenidae,Nymphargus,Nymphargus_spilotus,NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,24.1,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,NA
Anf1000,Anura,Centrolenidae,Nymphargus,Nymphargus_Truebae,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24.8,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,NA
Anf1001,Anura,Centrolenidae,Nymphargus,Nymphargus_vicenteruedai,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,30,NA,NA,NA,0,1,0,NA
Anf1002,Anura,Centrolenidae,Nymphargus,Nymphargus_wileyi,NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,1,NA,NA,NA,NA,31.9,NA,NA,NA,28,28,NA,NA,NA,0,1,0,NA
Anf1003,Anura,Centrolenidae,Rulyrana,Rulyrana_adiazeta,NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Anf1004,Anura,Centrolenidae,Rulyrana,Rulyrana_erminea,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,23.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Anf1005,Anura,Centrolenidae,Rulyrana,Rulyrana_flavopunctata,NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Anf1006,Anura,Centrolenidae,Rulyrana,Rulyrana_mcdiarmidi,NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,29.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Anf1007,Anura,Centrolenidae,Rulyrana,Rulyrana_saxiscandens,NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Anf1008,Anura,Centrolenidae,Rulyrana,Rulyrana_spiculata,NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Anf1009,Anura,Centrolenidae,Rulyrana,Rulyrana_susatamai,NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Anf1010,Anura,Centrolenidae,Rulyrana,Rulyrana_tangarana,NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Anf1011,Anura,Centrolenidae,Sachatamia,Sachatamia_albomaculata,NA,1,1,1,NA,NA,NA,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,32,NA,NA,NA,300,300,NA,NA,NA,NA,NA,NA,NA
Anf1012,Anura,Centrolenidae,Sachatamia,Sachatamia_ilex,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,37,NA,NA,NA,20,55,NA,NA,NA,NA,NA,NA,NA
Anf1013,Anura,Centrolenidae,Sachatamia,Sachatamia_punctulata,NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Anf1014,Anura,Centrolenidae,Teratohyla,Teratohyla_amelie,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Anf1015,Anura,Centrolenidae,Teratohyla,Teratohyla_midas,NA,1,1,1,NA,NA,NA,NA,1,NA,NA,1,NA,1,NA,1,NA,NA,NA,NA,27,NA,NA,NA,14,112,NA,1.5,1.5,NA,NA,NA,NA
Anf1016,Anura,Centrolenidae,Teratohyla,Teratohyla_pulverata,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,33,NA,NA,NA,42,42,NA,NA,NA,NA,NA,NA,NA
Anf1017,Anura,Centrolenidae,Teratohyla,Teratohyla_spinosa,NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,28,NA,NA,NA,20,25,NA,7,7,NA,NA,NA,NA
Anf1018,Anura,Centrolenidae,Vitreorana,Vitreorana_antisthenesi,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Anf1019,Anura,Centrolenidae,Vitreorana,Vitreorana_castroviejoi,NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Anf1020,Anura,Centrolenidae,Vitreorana,Vitreorana_eurygnatha,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Anf1021,Anura,Centrolenidae,Vitreorana,Vitreorana_gorzulae,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,22.5,NA,NA,NA,15,22,NA,2,2,NA,NA,NA,NA
Anf1022,Anura,Centrolenidae,Vitreorana,Vitreorana_helenae,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Anf1023,Anura,Centrolenidae,Vitreorana,Vitreorana_oyampiensis,NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,24,NA,NA,NA,20,20,NA,NA,NA,NA,NA,NA,NA
Anf1024,Anura,Centrolenidae,Vitreorana,Vitreorana_parvula,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Anf1025,Anura,Centrolenidae,Vitreorana,Vitreorana_uranoscopa,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,25.8,NA,NA,NA,32,32,NA,1.9,2.2,NA,NA,NA,NA
Anf1026,Anura,Centrolenidae,Celsiella,Celsiella_revocata,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Anf1027,Anura,Centrolenidae,Celsiella,Celsiella_vozmedianoi,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Anf1028,Anura,Centrolenidae,Hyalinobatrachium,Hyalinobatrachium_aureoguttatum,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,0,1,0,NA
Anf1029,Anura,Centrolenidae,Hyalinobatrachium,Hyalinobatrachium_bergeri,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22.4,NA,NA,NA,NA,NA,1,NA,NA,0,1,0,NA
Anf1030,Anura,Centrolenidae,Hyalinobatrachium,Hyalinobatrachium_carlesvilai,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,23.9,NA,NA,NA,32,32,NA,NA,NA,NA,NA,NA,NA
Anf1031,Anura,Centrolenidae,Hyalinobatrachium,Hyalinobatrachium_chirripoi,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29,NA,NA,NA,70,70,1,NA,NA,0,1,0,NA
Anf1032,Anura,Centrolenidae,Hyalinobatrachium,Hyalinobatrachium_colymbiphyllum,NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,29,NA,NA,NA,50,180,1,1.5,1.5,0,1,0,NA
Anf1033,Anura,Centrolenidae,Hyalinobatrachium,Hyalinobatrachium_crurifasciatum,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,24,NA,NA,NA,NA,NA,1,NA,NA,0,1,0,NA
Anf1034,Anura,Centrolenidae,Hyalinobatrachium,Hyalinobatrachium_duranti,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,NA
Anf1035,Anura,Centrolenidae,Hyalinobatrachium,Hyalinobatrachium_eccentricum,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,23,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,NA
Anf1036,Anura,Centrolenidae,Hyalinobatrachium,Hyalinobatrachium_esmeralda,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22.4,NA,NA,NA,NA,NA,1,NA,NA,0,1,0,NA
