Class,Order,Family,Species,Average weight (gr) (Species),SD (gr) (Species),n (Species),Average weight (gr) (Female),SD (gr) (Female),n (Female),Average weight (gr) (Male),SD (gr) (Male),n (Male),Average weight (gr) (Undetermined),SD (gr) (Undeterminated),n (Undeterminated)
Aves,Passeriformes,Tyrannidae,Empidonax_flaviventris,9,0,1,,,,,,,9,0,1
Aves,Passeriformes,Tyrannidae,Empidonax_virescens,12,1,46,11,1,7,12,1,5,12,1,34
Aves,Passeriformes,Tyrannidae,Empidonax_traillii,12,1,58,11,1,7,,,,12,1,51
Aves,Passeriformes,Tyrannidae,Empidonax_alnorum,12,1,22,13,1,2,12,0,2,12,1,18
Aves,Passeriformes,Tyrannidae,Contopus_cooperi,32,3,3,,,,29,0,1,34,3,2
Aves,Passeriformes,Tyrannidae,Contopus_fumigatus,22,2,6,22,1,3,23,1,2,20,0,1
Aves,Passeriformes,Tyrannidae,Contopus_sordidulus,13,1,3,,,,13,1,2,13,0,1
Aves,Passeriformes,Tyrannidae,Contopus_virens,14,1,46,12,0,2,15,1,2,14,1,42
Aves,Passeriformes,Tyrannidae,Contopus_cinereus,12,1,15,,,,13,1,2,12,1,13
Aves,Passeriformes,Vireonidae,Cyclarhis_gujanensis,26,2,11,25,2,4,27,2,4,28,1,3
Aves,Passeriformes,Vireonidae,Cyclarhis_nigrirostris,29,1,4,29,0,1,,,,29,2,3
Aves,Passeriformes,Vireonidae,Hylophilus_flavipes,11,1,14,11,1,3,11,1,4,12,1,7
Aves,Passeriformes,Vireonidae,Hylophilus_brunneiceps,11,1,6,10,0,1,11,0,4,12,0,1
Aves,Passeriformes,Vireonidae,Tunchiornis_ochraceiceps,10,1,5,10,0,2,11,1,3,,,
Aves,Passeriformes,Vireonidae,Pachysylvia_aurantiifrons,9,0,4,9,0,1,,,,9,0,3
Aves,Passeriformes,Vireonidae,Pachysylvia_semibrunnea,11,1,7,11,1,3,11,0,1,11,0,3
Aves,Passeriformes,Vireonidae,Vireo_masteri,11,0,1,,,,11,0,1,,,
Aves,Passeriformes,Vireonidae,Vireo_leucophrys,12,2,18,11,1,4,12,2,4,13,2,10
Aves,Passeriformes,Vireonidae,Vireo_olivaceus,17,1,870,15,2,8,17,2,17,17,1,845
Aves,Passeriformes,Vireonidae,Vireo_flavoviridis,17,1,752,,,,16,0,1,17,1,751
Aves,Passeriformes,Vireonidae,Vireo_altiloquus,17,2,9,,,,,,,17,2,9
Aves,Passeriformes,Corvidae,Cyanolyca_armillata,105,9,4,95,0,1,100,0,1,112,7,2
Aves,Passeriformes,Corvidae,Cyanolyca_pulchra,97,0,1,,,,,,,97,0,1
Aves,Passeriformes,Corvidae,Cyanocorax_violaceus,233,32,5,240,27,2,229,35,3,,,
Aves,Passeriformes,Corvidae,Cyanocorax_affinis,182,19,8,190,10,2,191,15,4,157,7,2
Aves,Passeriformes,Corvidae,Cyanocorax_heilprini,183,0,1,183,0,1,,,,,,
Aves,Passeriformes,Corvidae,Cyanocorax_yncas,103,5,6,,,,103,6,5,100,0,1
Aves,Passeriformes,Alaudidae,Eremophila_alpestris,27,2,3,,,,27,2,3,,,
Aves,Passeriformes,Hirundinidae,Pygochelidon_cyanoleuca,11,1,12,11,0,2,12,1,9,10,0,1
Aves,Passeriformes,Hirundinidae,Pygochelidon_melanoleuca,10,0,1,10,0,1,,,,,,
Aves,Passeriformes,Hirundinidae,Orochelidon_murina,13,1,10,12,1,3,14,1,6,12,0,1
Aves,Passeriformes,Hirundinidae,Orochelidon_flavipes,7,2,2,8,0,1,5,0,1,,,
Aves,Passeriformes,Hirundinidae,Atticora_fasciata,20,6,6,21,6,4,19,4,2,,,
Aves,Passeriformes,Hirundinidae,Atticora_tibialis,25,22,3,9,0,1,10,0,1,57,0,1
Aves,Passeriformes,Hirundinidae,Stelgidopteryx_ruficollis,14,2,30,13,1,10,15,1,4,15,1,16
Aves,Passeriformes,Hirundinidae,Progne_tapera,36,0,1,,,,36,0,1,,,
Aves,Passeriformes,Hirundinidae,Progne_chalybea,35,3,5,33,0,1,34,4,2,36,0,2
Aves,Passeriformes,Hirundinidae,Tachycineta_albiventer,18,2,3,20,0,1,16,0,1,18,0,1
Aves,Passeriformes,Hirundinidae,Hirundo_rustica,15,1,4,,,,15,1,4,,,
Aves,Passeriformes,Hirundinidae,Petrochelidon_pyrrhonota,15,0,1,,,,15,0,1,,,
Aves,Passeriformes,Troglodytidae,Microcerculus_marginatus,18,1,100,18,1,4,17,1,22,18,1,74
Aves,Passeriformes,Troglodytidae,Troglodytes_aedon,14,2,111,14,1,14,13,2,18,14,2,79
Aves,Passeriformes,Troglodytidae,Troglodytes_solstitialis,12,1,21,12,1,6,12,1,8,12,2,7
Aves,Passeriformes,Troglodytidae,Cistothorus_platensis,11,1,6,10,1,2,11,1,3,12,0,1
Aves,Passeriformes,Troglodytidae,Cistothorus_apolinari,18,0,4,19,0,1,18,0,3,,,
Aves,Passeriformes,Troglodytidae,Campylorhynchus_albobrunneus,40,0,4,,,,40,0,4,,,
Aves,Passeriformes,Troglodytidae,Campylorhynchus_nuchalis,25,1,2,26,0,1,25,0,1,,,
Aves,Passeriformes,Troglodytidae,Campylorhynchus_griseus,41,11,10,39,12,3,40,12,5,47,3,2
Aves,Passeriformes,Troglodytidae,Campylorhynchus_turdinus,30,0,1,30,0,1,,,,,,
Aves,Passeriformes,Troglodytidae,Pheugopedius_spadix,23,2,15,19,0,1,22,0,1,23,1,13
Aves,Passeriformes,Troglodytidae,Pheugopedius_fasciatoventris,24,3,13,23,1,3,27,3,5,23,4,5
Aves,Passeriformes,Troglodytidae,Pheugopedius_mystacalis,26,3,18,24,4,7,25,3,5,28,1,6
Aves,Passeriformes,Troglodytidae,Pheugopedius_coraya,17,3,12,16,2,3,18,1,4,17,4,5
Aves,Passeriformes,Troglodytidae,Pheugopedius_rutilus,17,1,41,17,1,3,17,0,1,17,1,37
Aves,Passeriformes,Troglodytidae,Pheugopedius_sclateri,16,1,2,,,,15,0,1,17,0,1
Aves,Passeriformes,Troglodytidae,Thryophilus_rufalbus,24,3,60,22,1,8,23,2,6,25,3,46
Aves,Passeriformes,Troglodytidae,Cantorchilus_leucopogon,17,0,1,,,,,,,17,0,1
Aves,Passeriformes,Troglodytidae,Cantorchilus_nigricapillus,22,2,41,21,1,3,23,1,6,22,2,32
Aves,Passeriformes,Troglodytidae,Cantorchilus_leucotis,18,2,79,18,1,13,19,2,22,18,2,44
Aves,Passeriformes,Troglodytidae,Cinnycerthia_unirufa,30,4,46,29,2,14,31,3,12,31,4,20
Aves,Passeriformes,Troglodytidae,Cinnycerthia_olivascens,25,3,109,24,2,15,28,2,8,25,3,86
Aves,Passeriformes,Troglodytidae,Henicorhina_leucosticta,16,2,69,16,2,14,16,2,16,17,1,39
Aves,Passeriformes,Troglodytidae,Henicorhina_leucophrys,16,1,302,15,1,36,16,2,54,16,1,212
Aves,Passeriformes,Troglodytidae,Henicorhina_negreti,17,0,8,,,,,,,17,0,8
Aves,Passeriformes,Troglodytidae,Cyphorhinus_thoracicus,31,3,54,31,2,8,32,3,2,30,3,44
Aves,Passeriformes,Troglodytidae,Cyphorhinus_phaeocephalus,21,0,1,21,0,1,,,,,,
Aves,Passeriformes,Troglodytidae,Cyphorhinus_arada,23,1,4,23,2,2,23,0,1,24,0,1
Aves,Passeriformes,Polioptilidae,Microbates_collaris,10,0,4,10,0,2,10,0,1,10,0,1
Aves,Passeriformes,Polioptilidae,Microbates_cinereiventris,12,1,103,12,1,19,11,0,4,12,1,80
Aves,Passeriformes,Polioptilidae,Ramphocaenus_melanurus,10,1,35,9,1,3,10,1,4,10,1,28
Aves,Passeriformes,Polioptilidae,Polioptila_plumbea,6,0,13,6,1,4,6,0,4,6,0,5
Aves,Passeriformes,Polioptilidae,Polioptila_schistaceigula,6,0,1,,,,6,0,1,,,
Aves,Passeriformes,Donacobiidae,Donacobius_atricapilla,40,4,6,37,4,3,43,3,3,,,
Aves,Passeriformes,Cinclidae,Cinclus_leucocephalus,36,3,7,36,3,4,38,0,2,34,0,1
Aves,Passeriformes,Turdidae,Myadestes_coloratus,34,6,3,,,,37,6,2,29,0,1
Aves,Passeriformes,Turdidae,Myadestes_ralloides,30,2,302,30,2,32,29,2,54,30,2,216
Aves,Passeriformes,Turdidae,Catharus_aurantiirostris,28,2,31,,,,28,0,4,28,2,27
Aves,Passeriformes,Turdidae,Catharus_fuscater,30,3,28,30,3,12,30,2,12,31,3,4
Aves,Passeriformes,Turdidae,Catharus_maculatus,35,2,4,33,1,2,37,1,2,,,
Aves,Passeriformes,Turdidae,Catharus_fuscescens,29,3,574,30,0,1,30,0,2,29,3,571
Aves,Passeriformes,Turdidae,Catharus_minimus,33,3,3477,32,4,30,33,3,29,33,3,3418
Aves,Passeriformes,Turdidae,Catharus_ustulatus,28,3,485,27,2,12,29,2,16,28,3,457
Aves,Passeriformes,Turdidae,Hylocichla_mustelina,45,0,1,45,0,1,,,,,,
Aves,Passeriformes,Turdidae,Entomodestes_coracinus,58,4,140,58,4,2,61,2,2,58,4,136
Aves,Passeriformes,Turdidae,Cichlopsis_leucogenys,39,0,1,,,,,,,39,0,1
Aves,Passeriformes,Turdidae,Turdus_leucops,65,7,72,73,7,19,62,4,37,63,5,16
Aves,Passeriformes,Turdidae,Turdus_flavipes,52,4,364,54,4,144,50,4,210,52,7,10
Aves,Passeriformes,Turdidae,Turdus_leucomelas,69,5,102,71,6,13,65,4,11,69,5,78
Aves,Passeriformes,Turdidae,Turdus_fumigatus,42,11,2,,,,42,11,2,,,
Aves,Passeriformes,Turdidae,Turdus_obsoletus,72,9,19,80,6,2,58,0,1,72,8,16
Aves,Passeriformes,Turdidae,Turdus_grayi,63,6,31,57,0,1,63,7,8,63,6,22
Aves,Passeriformes,Turdidae,Turdus_nudigenis,57,3,13,58,2,3,55,1,4,58,4,6
Aves,Passeriformes,Turdidae,Turdus_lawrencii,68,12,3,,,,68,12,3,,,
Aves,Passeriformes,Turdidae,Turdus_ignobilis,65,7,110,66,9,12,60,8,18,66,6,80
Aves,Passeriformes,Turdidae,Turdus_fulviventris,79,5,4,85,0,1,77,4,3,,,
Aves,Passeriformes,Turdidae,Turdus_olivater,77,3,36,79,1,4,76,2,27,77,4,5
Aves,Passeriformes,Turdidae,Turdus_fuscater,127,17,43,126,17,10,131,16,17,125,17,16
Aves,Passeriformes,Turdidae,Turdus_serranus,80,7,101,82,9,18,79,6,53,79,7,30
Aves,Passeriformes,Turdidae,Turdus_albicollis,45,3,246,49,3,10,43,3,52,45,3,184
Aves,Passeriformes,Mimidae,Dumetella_carolinensis,36,2,2,34,0,1,,,,37,0,1
Aves,Passeriformes,Mimidae,Mimus_gilvus,65,4,14,61,2,5,67,3,8,72,0,1
Aves,Passeriformes,Estrildidae,Lonchura_malacca,13,0,7,,,,13,0,2,13,0,5
Aves,Passeriformes,Passeridae,Passer_domesticus,31,0,1,,,,31,0,1,,,
Aves,Passeriformes,Motacillidae,Anthus_lutescens,13,0,2,,,,13,0,2,,,
Aves,Passeriformes,Motacillidae,Anthus_bogotensis,26,0,1,,,,26,0,1,,,
Aves,Passeriformes,Fringillidae,Spinus_spinescens,12,1,17,11,1,5,12,1,8,13,2,4
Aves,Passeriformes,Fringillidae,Spinus_magellanicus,13,0,1,,,,,,,13,0,1
Aves,Passeriformes,Fringillidae,Spinus_xanthogastrus,12,0,3,12,0,1,13,0,1,12,0,1
Aves,Passeriformes,Fringillidae,Spinus_psaltria,9,1,83,9,1,25,9,1,39,9,1,19
Aves,Passeriformes,Fringillidae,Euphonia_plumbea,9,1,2,9,1,2,,,,,,
Aves,Passeriformes,Fringillidae,Euphonia_trinitatis,10,1,7,10,1,3,10,1,4,,,
Aves,Passeriformes,Fringillidae,Euphonia_concinna,11,0,1,11,0,1,,,,,,
Aves,Passeriformes,Fringillidae,Euphonia_laniirostris,14,1,255,15,1,87,14,1,149,14,1,19
Aves,Passeriformes,Fringillidae,Euphonia_cyanocephala,16,1,3,15,1,2,17,0,1,,,
Aves,Passeriformes,Fringillidae,Euphonia_fulvicrissa,11,1,5,12,1,2,11,1,3,,,
Aves,Passeriformes,Fringillidae,Euphonia_minuta,8,0,1,8,0,1,,,,,,
Aves,Passeriformes,Fringillidae,Euphonia_xanthogaster,13,1,281,13,1,101,13,1,148,13,1,32
Aves,Passeriformes,Fringillidae,Euphonia_rufiventris,14,1,4,14,1,2,14,0,2,,,
Aves,Passeriformes,Fringillidae,Chlorophonia_cyanea,13,1,16,14,1,2,13,1,13,13,0,1
Aves,Passeriformes,Fringillidae,Chlorophonia_pyrrhophrys,16,1,4,17,1,2,16,0,2,,,
Aves,Passeriformes,Rhodinocichlidae,Rhodinocichla_rosea,41,4,4,39,4,3,45,0,1,,,
Aves,Passeriformes,Passerellidae,Oreothraupis_arremonops,51,3,10,,,,53,1,2,50,3,8
Aves,Passeriformes,Passerellidae,Chlorospingus_flavigularis,26,2,20,28,2,3,27,2,4,25,2,13
Aves,Passeriformes,Passerellidae,Chlorospingus_parvirostris,22,1,5,23,0,1,22,1,4,,,
Aves,Passeriformes,Passerellidae,Chlorospingus_canigularis,21,4,17,20,4,3,22,4,7,21,4,7
Aves,Passeriformes,Passerellidae,Chlorospingus_flavopectus,20,2,43,19,2,12,21,2,24,19,2,7
Aves,Passeriformes,Passerellidae,Chlorospingus_semifuscus,24,2,46,22,1,6,26,2,14,24,2,26
Aves,Passeriformes,Passerellidae,Ammodramus_humeralis,16,1,10,16,0,1,16,1,6,14,1,3
Aves,Passeriformes,Passerellidae,Ammodramus_aurifrons,17,1,6,,,,16,1,4,18,0,2
Aves,Passeriformes,Passerellidae,Arremonops_conirostris,33,3,18,35,0,2,34,3,8,32,2,8
Aves,Passeriformes,Passerellidae,Arremonops_tocuyensis,19,0,1,,,,,,,19,0,1
Aves,Passeriformes,Passerellidae,Arremon_basilicus,39,3,33,41,0,1,40,2,14,38,3,18
Aves,Passeriformes,Passerellidae,Arremon_atricapillus,47,2,10,,,,49,1,2,47,2,8
Aves,Passeriformes,Passerellidae,Arremon_assimilis,41,2,22,41,2,3,42,2,13,39,2,6
Aves,Passeriformes,Passerellidae,Arremon_aurantiirostris,27,3,59,25,3,7,27,3,14,27,3,38
Aves,Passeriformes,Passerellidae,Arremon_schlegeli,28,2,95,28,2,14,28,1,18,27,2,63
Aves,Passeriformes,Passerellidae,Arremon_taciturnus,26,1,17,26,2,4,25,1,6,26,1,7
Aves,Passeriformes,Passerellidae,Arremon_brunneinucha,45,4,180,43,4,25,46,3,69,46,3,86
Aves,Passeriformes,Passerellidae,Arremon_castaneiceps,36,3,15,31,0,1,34,1,3,38,2,11
Aves,Passeriformes,Passerellidae,Zonotrichia_capensis,22,2,207,21,2,37,21,2,57,22,2,113
Aves,Passeriformes,Passerellidae,Atlapetes_albinucha,36,2,29,35,1,4,36,3,5,36,2,20
Aves,Passeriformes,Passerellidae,Atlapetes_albofrenatus,26,2,19,26,2,7,26,2,10,25,0,2
Aves,Passeriformes,Passerellidae,Atlapetes_melanocephalus,27,2,57,28,1,5,27,1,11,27,2,41
Aves,Passeriformes,Passerellidae,Atlapetes_semirufus,29,1,3,30,0,1,28,0,2,,,
Aves,Passeriformes,Passerellidae,Atlapetes_flaviceps,31,1,4,30,1,3,33,0,1,,,
Aves,Passeriformes,Passerellidae,Atlapetes_fuscoolivaceus,29,5,4,30,0,1,28,5,3,,,
Aves,Passeriformes,Passerellidae,Atlapetes_leucopis,43,0,2,,,,43,0,2,,,
Aves,Passeriformes,Passerellidae,Atlapetes_tricolor,38,1,7,,,,,,,38,1,7
Aves,Passeriformes,Passerellidae,Atlapetes_schistaceus,27,2,37,27,3,12,28,2,22,27,1,3
Aves,Passeriformes,Passerellidae,Atlapetes_pallidinucha,36,2,22,36,2,9,36,2,10,40,2,3
Aves,Passeriformes,Passerellidae,Atlapetes_latinuchus,28,2,21,28,2,3,29,1,3,27,2,15
Aves,Passeriformes,Icteridae,Dolichonyx_oryzivorus,31,8,15,25,5,5,35,7,10,,,
Aves,Passeriformes,Icteridae,Sturnella_magna,85,17,12,77,10,4,96,7,4,83,23,4
Aves,Passeriformes,Icteridae,Leistes_militaris,44,5,11,36,1,2,45,4,8,46,0,1
Aves,Passeriformes,Icteridae,Amblycercus_holosericeus,52,6,14,49,3,5,58,2,4,50,5,5
Aves,Passeriformes,Icteridae,Psarocolius_angustifrons,383,63,2,,,,383,63,2,,,
Aves,Passeriformes,Icteridae,Psarocolius_viridis,214,11,3,206,1,2,,,,230,0,1
Aves,Passeriformes,Icteridae,Psarocolius_wagleri,180,52,4,,,,,,,180,52,4
Aves,Passeriformes,Icteridae,Psarocolius_decumanus,226,72,8,162,2,2,323,43,2,209,51,4
Aves,Passeriformes,Icteridae,Psarocolius_guatimozinus,241,0,1,,,,,,,241,0,1
Aves,Passeriformes,Icteridae,Psarocolius_bifasciatus,314,103,3,241,6,2,460,0,1,,,
Aves,Passeriformes,Icteridae,Cacicus_uropygialis,80,6,3,,,,84,1,2,72,0,1
Aves,Passeriformes,Icteridae,Cacicus_cela,81,35,17,54,15,3,101,32,8,70,31,6
Aves,Passeriformes,Icteridae,Cacicus_chrysonotus,72,16,16,58,7,7,93,10,3,76,12,6
Aves,Passeriformes,Icteridae,Cacicus_haemorrhous,106,12,2,,,,106,12,2,,,
Aves,Passeriformes,Icteridae,Icterus_mesomelas,54,1,3,,,,54,1,3,,,
Aves,Passeriformes,Icteridae,Icterus_cayanensis,40,2,6,39,3,2,41,2,3,39,0,1
Aves,Passeriformes,Icteridae,Icterus_spurius,28,3,3,29,0,1,24,0,1,32,0,1
Aves,Passeriformes,Icteridae,Icterus_auricapillus,33,0,2,,,,34,0,1,33,0,1
Aves,Passeriformes,Icteridae,Icterus_chrysater,47,4,17,50,5,3,45,2,2,46,3,12
Aves,Passeriformes,Icteridae,Icterus_galbula,37,1,2,,,,37,1,2,,,
Aves,Passeriformes,Icteridae,Icterus_nigrogularis,39,5,24,36,6,4,41,6,10,38,4,10
Aves,Passeriformes,Icteridae,Molothrus_aeneus,33,1,6,32,1,4,33,0,1,34,0,1
Aves,Passeriformes,Icteridae,Molothrus_bonariensis,56,7,79,53,5,55,63,8,19,54,8,5
Aves,Passeriformes,Icteridae,Quiscalus_lugubris,54,11,47,47,5,30,67,7,16,58,0,1
Aves,Passeriformes,Icteridae,Quiscalus_mexicanus,160,40,3,,,,186,19,2,107,0,1
Aves,Passeriformes,Icteridae,Macroagelaius_subalaris,62,0,1,62,0,1,,,,,,
Aves,Passeriformes,Icteridae,Chrysomus_icterocephalus,26,3,2,22,0,1,29,0,1,,,
Aves,Passeriformes,Parulidae,Seiurus_aurocapilla,20,3,2,18,0,1,,,,23,0,1
Aves,Passeriformes,Parulidae,Helmitheros_vermivorum,14,0,1,,,,,,,14,0,1
Aves,Passeriformes,Parulidae,Parkesia_noveboracensis,15,1,442,15,2,12,16,1,15,15,1,415
Aves,Passeriformes,Parulidae,Parkesia_motacilla,19,1,16,,,,,,,19,1,16
Aves,Passeriformes,Parulidae,Vermivora_chrysoptera,9,1,3,9,0,1,10,1,2,,,
Aves,Passeriformes,Parulidae,Mniotilta_varia,10,1,28,10,1,20,10,1,7,9,0,1
Aves,Passeriformes,Parulidae,Protonotaria_citrea,13,1,99,12,1,43,13,1,55,13,0,1
Aves,Passeriformes,Parulidae,Leiothlypis_peregrina,9,1,1303,9,1,493,10,1,691,9,1,119
Aves,Passeriformes,Parulidae,Oporornis_agilis,12,2,10,11,1,5,12,2,3,11,1,2
Aves,Passeriformes,Parulidae,Geothlypis_aequinoctialis,14,1,7,14,0,1,14,1,6,,,
Aves,Passeriformes,Parulidae,Geothlypis_philadelphia,11,1,146,11,1,57,11,1,82,11,2,7
Aves,Passeriformes,Parulidae,Geothlypis_formosa,15,2,8,16,2,3,14,2,5,,,
Aves,Passeriformes,Parulidae,Geothlypis_semiflava,17,1,2,,,,17,1,2,,,
Aves,Passeriformes,Parulidae,Geothlypis_trichas,10,0,1,,,,10,0,1,,,
Aves,Passeriformes,Parulidae,Setophaga_citrina,10,0,1,,,,10,0,1,,,
Aves,Passeriformes,Parulidae,Setophaga_ruticilla,8,1,87,7,1,35,8,1,50,8,0,2
Aves,Passeriformes,Parulidae,Setophaga_cerulea,9,0,3,9,0,1,9,1,2,,,
Aves,Passeriformes,Parulidae,Setophaga_pitiayumi,7,1,19,6,1,4,8,1,12,7,0,3
Aves,Passeriformes,Parulidae,Setophaga_magnolia,7,0,1,,,,7,0,1,,,
Aves,Passeriformes,Parulidae,Setophaga_castanea,11,2,36,11,2,16,12,2,13,10,1,7
Aves,Passeriformes,Parulidae,Setophaga_fusca,9,1,436,9,1,191,9,1,236,9,1,9
Aves,Passeriformes,Parulidae,Setophaga_petechia,9,1,83,9,1,33,9,1,24,9,1,26
Aves,Passeriformes,Parulidae,Setophaga_pensylvanica,9,1,2,9,0,1,10,0,1,,,
Aves,Passeriformes,Parulidae,Setophaga_striata,11,1,605,10,1,200,11,1,335,10,1,70
Aves,Passeriformes,Parulidae,Setophaga_caerulescens,8,0,1,8,0,1,,,,,,
Aves,Passeriformes,Parulidae,Setophaga_coronata,12,0,1,,,,12,0,1,,,
Aves,Passeriformes,Parulidae,Myiothlypis_luteoviridis,14,2,23,13,1,8,15,1,6,14,1,9
Aves,Passeriformes,Parulidae,Myiothlypis_basilica,16,0,1,,,,16,0,1,,,
Aves,Passeriformes,Parulidae,Myiothlypis_flaveola,12,1,2,,,,12,1,2,,,
Aves,Passeriformes,Parulidae,Myiothlypis_nigrocristata,13,1,42,12,1,14,13,1,23,13,1,5
Aves,Passeriformes,Parulidae,Myiothlypis_fulvicauda,14,1,71,14,1,8,14,0,5,14,1,58
Aves,Passeriformes,Parulidae,Myiothlypis_chrysogaster,13,1,54,12,1,3,13,1,6,13,1,45
Aves,Passeriformes,Parulidae,Myiothlypis_conspicillata,14,1,225,14,1,16,14,1,54,13,1,155
Aves,Passeriformes,Parulidae,Myiothlypis_cinereicollis,15,1,9,15,1,2,16,1,6,13,0,1
Aves,Passeriformes,Parulidae,Myiothlypis_coronata,17,2,266,17,2,33,17,1,50,17,2,183
Aves,Passeriformes,Parulidae,Basileuterus_rufifrons,11,1,163,11,1,6,11,0,44,11,1,113
Aves,Passeriformes,Parulidae,Basileuterus_culicivorus,10,1,78,10,1,5,10,1,16,10,1,57
Aves,Passeriformes,Parulidae,Basileuterus_tristriatus,13,1,227,12,1,23,13,1,55,13,1,149
Aves,Passeriformes,Parulidae,Cardellina_canadensis,10,1,48,9,1,13,10,1,24,9,1,11
Aves,Passeriformes,Parulidae,Myioborus_miniatus,9,1,169,9,1,21,9,1,56,9,1,92
Aves,Passeriformes,Parulidae,Myioborus_flavivertex,11,1,4,11,1,2,11,1,2,,,
Aves,Passeriformes,Parulidae,Myioborus_ornatus,12,1,67,11,1,19,12,1,34,12,1,14
Aves,Passeriformes,Parulidae,Myioborus_melanocephalus,11,1,6,,,,11,1,5,10,0,1
Aves,Passeriformes,Mitrospingidae,Mitrospingus_cassinii,38,3,56,39,3,4,39,1,3,38,2,49
Aves,Passeriformes,Cardinalidae,Piranga_flava,33,2,8,34,1,3,33,1,5,,,
Aves,Passeriformes,Cardinalidae,Piranga_rubra,30,3,89,30,3,27,31,3,56,29,2,6
Aves,Passeriformes,Cardinalidae,Piranga_olivacea,28,2,91,28,2,41,28,2,50,,,
Aves,Passeriformes,Cardinalidae,Piranga_leucoptera,15,0,1,15,0,1,,,,,,
Aves,Passeriformes,Cardinalidae,Habia_rubica,29,2,5,28,1,3,30,2,2,,,
Aves,Passeriformes,Cardinalidae,Habia_gutturalis,37,3,17,34,2,5,39,2,8,36,3,4
Aves,Passeriformes,Cardinalidae,Habia_cristata,45,3,17,50,0,1,44,3,9,45,3,7
Aves,Passeriformes,Cardinalidae,Chlorothraupis_carmioli,37,2,3,,,,36,1,2,40,0,1
Aves,Passeriformes,Cardinalidae,Chlorothraupis_olivacea,43,2,8,,,,47,0,1,42,2,7
Aves,Passeriformes,Cardinalidae,Chlorothraupis_stolzmanni,40,2,122,41,2,10,41,0,3,40,3,109
Aves,Passeriformes,Cardinalidae,Pheucticus_chrysogaster,58,2,2,,,,58,2,2,,,
Aves,Passeriformes,Cardinalidae,Pheucticus_aureoventris,26,23,3,10,0,1,34,25,2,,,
Aves,Passeriformes,Cardinalidae,Pheucticus_ludovicianus,44,4,241,44,4,106,44,4,135,,,
Aves,Passeriformes,Cardinalidae,Cardinalis_phoeniceus,35,0,1,,,,35,0,1,,,
Aves,Passeriformes,Cardinalidae,Caryothraustes_canadensis,34,4,5,39,0,2,32,3,2,31,0,1
Aves,Passeriformes,Cardinalidae,Cyanoloxia_cyanoides,27,2,69,27,2,28,27,2,33,27,2,8
Aves,Passeriformes,Cardinalidae,Cyanoloxia_brissonii,21,2,7,21,4,2,20,1,3,22,1,2
Aves,Passeriformes,Cardinalidae,Passerina_caerulea,30,0,1,,,,30,0,1,,,
Aves,Passeriformes,Cardinalidae,Passerina_cyanea,13,1,8,12,1,4,14,1,4,,,
Aves,Passeriformes,Cardinalidae,Spiza_americana,22,0,1,22,0,1,,,,,,
Aves,Passeriformes,Thraupidae,Sericossypha_albocristata,103,4,4,110,0,1,101,1,3,,,
Aves,Passeriformes,Thraupidae,Catamblyrhynchus_diadema,16,3,34,15,3,9,16,1,14,17,3,11
Aves,Passeriformes,Thraupidae,Chlorophanes_spiza,19,2,25,19,2,15,19,3,9,19,0,1
Aves,Passeriformes,Thraupidae,Iridophanes_pulcherrimus,14,0,1,,,,14,0,1,,,
Aves,Passeriformes,Thraupidae,Chrysothlypis_salmoni,13,2,6,11,0,2,14,1,4,,,
Aves,Passeriformes,Thraupidae,Hemithraupis_guira,13,1,3,,,,13,1,3,,,
Aves,Passeriformes,Thraupidae,Hemithraupis_flavicollis,12,0,2,,,,12,0,2,,,
Aves,Passeriformes,Thraupidae,Conirostrum_bicolor,12,1,3,,,,,,,12,1,3
Aves,Passeriformes,Thraupidae,Conirostrum_speciosum,9,0,2,,,,9,0,2,,,
Aves,Passeriformes,Thraupidae,Conirostrum_sitticolor,11,1,10,12,1,4,12,1,4,10,1,2
Aves,Passeriformes,Thraupidae,Conirostrum_albifrons,12,1,12,12,1,6,13,1,6,,,
Aves,Passeriformes,Thraupidae,Conirostrum_rufum,11,1,11,10,1,5,11,1,4,11,1,2
Aves,Passeriformes,Thraupidae,Conirostrum_cinereum,10,1,2,10,1,2,,,,,,
Aves,Passeriformes,Thraupidae,Sicalis_columbiana,13,1,4,13,0,1,13,1,3,,,
Aves,Passeriformes,Thraupidae,Sicalis_flaveola,20,2,17,19,1,2,20,2,9,20,2,6
Aves,Passeriformes,Thraupidae,Sicalis_luteola,12,1,4,13,1,2,12,1,2,,,
Aves,Passeriformes,Thraupidae,Geospizopsis_unicolor,29,4,35,29,5,21,28,3,11,26,4,3
Aves,Passeriformes,Thraupidae,Catamenia_analis,11,1,6,12,0,1,11,1,5,,,
Aves,Passeriformes,Thraupidae,Catamenia_inornata,16,2,23,15,2,12,16,2,9,18,1,2
Aves,Passeriformes,Thraupidae,Catamenia_homochroa,12,2,3,11,0,1,13,2,2,,,
Aves,Passeriformes,Thraupidae,Diglossa_gloriosissima,16,1,12,,,,16,1,2,16,1,10
Aves,Passeriformes,Thraupidae,Diglossa_lafresnayii,16,2,44,16,2,15,17,2,26,14,2,3
Aves,Passeriformes,Thraupidae,Diglossa_humeralis,12,1,58,12,1,15,12,1,23,11,1,20
Aves,Passeriformes,Thraupidae,Diglossa_albilatera,10,1,167,10,1,70,10,1,77,11,1,20
Aves,Passeriformes,Thraupidae,Diglossa_indigotica,12,1,5,,,,,,,12,1,5
