Class,Order,Taxon,Family,Genus,Scientific_name,Body_mass_g_1,Body_mass_g_2,Body_mass_g_3,Body_mass_g_mean,Body_mass_g_median,Body_mass_g_max,SVL_mm_1,SVL_mm_3,SVL_mm_4,SVL_mm_mean,SVL_mm_median,SVL_mm_max
Reptilia,Squamata,Anguimorpha,Varanidae,Varanus,Varanus_lirungensis,889.2,NA,NA,889.2,889.2,889.2,355,NA,355,355,355,355
Reptilia,Squamata,Anguimorpha,Varanidae,Varanus,Varanus_mabitang,7996.4,NA,5750,6873.2,6873.2,7996.4,700,640,700,680,700,700
Reptilia,Squamata,Anguimorpha,Varanidae,Varanus,Varanus_macraei,930.3,473.9,NA,702.1,702.1,930.3,360,310,360,343.3333333,360,360
Reptilia,Squamata,Anguimorpha,Varanidae,Varanus,Varanus_marmoratus,11729,1774.1,4345,5949.366667,4345,11729,788,504.12,788,693.3733333,788,788
Reptilia,Squamata,Anguimorpha,Varanidae,Varanus,Varanus_melinus,2870.7,1370,NA,2120.35,2120.35,2870.7,510,458.575,510,492.8583333,510,510
Reptilia,Squamata,Anguimorpha,Varanidae,Varanus,Varanus_mertensi,3495.3,1436.6,1121.2,2017.7,1436.6,3495.3,542,367.29,542,483.7633333,542,542
Reptilia,Squamata,Anguimorpha,Varanidae,Varanus,Varanus_mitchelli,818.3,237.3,167.65,407.75,237.3,818.3,346,240.85,346,310.95,346,346
Reptilia,Squamata,Anguimorpha,Varanidae,Varanus,Varanus_nebulosus,9995.9,3114.2,3750,5620.033333,3750,9995.9,750,505.5,750,668.5,750,750
Reptilia,Squamata,Anguimorpha,Varanidae,Varanus,Varanus_niloticus,23747.4,2682.1,2826.67,9752.056667,2826.67,23747.4,980,537.5,980,832.5,980,980
Reptilia,Squamata,Anguimorpha,Varanidae,Varanus,Varanus_nuchalis,4988.6,NA,3555.045,4271.8225,4271.8225,4988.6,605,537.56,605,582.52,605,605
Reptilia,Squamata,Anguimorpha,Varanidae,Varanus,Varanus_obor,1780.6,NA,NA,1780.6,1780.6,1780.6,440,NA,440,440,440,440
Reptilia,Squamata,Anguimorpha,Varanidae,Varanus,Varanus_olivaceus,9159,3003.9,4141.37,5434.756667,4141.37,9159,730,616.85,730,692.2833333,730,730
Reptilia,Squamata,Anguimorpha,Varanidae,Varanus,Varanus_ornatus,19700.1,3056.8,2890,8548.966667,3056.8,19700.1,925,564.675,NA,744.8375,744.8375,925
Reptilia,Squamata,Anguimorpha,Varanidae,Varanus,Varanus_palawanensis,11729,NA,NA,11729,11729,11729,788,NA,788,788,788,788
Reptilia,Squamata,Anguimorpha,Varanidae,Varanus,Varanus_panoptes,9571.2,1307.1,1090,3989.433333,1307.1,9571.2,740,421,740,633.6666667,740,740
Reptilia,Squamata,Anguimorpha,Varanidae,Varanus,Varanus_pilbarensis,108,29.9,30.3,56.06666667,30.3,108,185,128.175,185,166.0583333,185,185
Reptilia,Squamata,Anguimorpha,Varanidae,Varanus,Varanus_prasinus,573.5,269.3,237.5,360.1,269.3,573.5,310,288,310,302.6666667,310,310
Reptilia,Squamata,Anguimorpha,Varanidae,Varanus,Varanus_primordius,26.6,NA,57.365,41.9825,41.9825,57.365,120,193.75,120,144.5833333,120,193.75
Reptilia,Squamata,Anguimorpha,Varanidae,Varanus,Varanus_rainerguentheri,521.4,NA,NA,521.4,521.4,521.4,301,NA,301,301,301,301
Reptilia,Squamata,Anguimorpha,Varanidae,Varanus,Varanus_rasmusseni,2144,NA,NA,2144,2144,2144,466,NA,466,466,466,466
Reptilia,Squamata,Anguimorpha,Varanidae,Varanus,Varanus_reisingeri,412.6,NA,NA,412.6,412.6,412.6,280,NA,280,280,280,280
Reptilia,Squamata,Anguimorpha,Varanidae,Varanus,Varanus_rosenbergi,3019,638.1,1086,1581.033333,1086,3019,518,383.375,518,473.125,518,518
Reptilia,Squamata,Anguimorpha,Varanidae,Varanus,Varanus_rudicollis,4599.5,NA,557.9,2578.7,2578.7,4599.5,590,339.66,590,506.5533333,590,590
Reptilia,Squamata,Anguimorpha,Varanidae,Varanus,Varanus_salvadorii,14985.5,3127.8,51500,23204.43333,14985.5,51500,850,670.675,850,790.225,850,850
Reptilia,Squamata,Anguimorpha,Varanidae,Varanus,Varanus_salvator,42129,2683.9,4345,16385.96667,4345,42129,1170,571,1170,970.3333333,1170,1170
Reptilia,Squamata,Anguimorpha,Varanidae,Varanus,Varanus_samarensis,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Reptilia,Squamata,Anguimorpha,Varanidae,Varanus,Varanus_scalaris,358.1,151.8,130.71,213.5366667,151.8,358.1,268,208.12,268,248.04,268,268
Reptilia,Squamata,Anguimorpha,Varanidae,Varanus,Varanus_semiremex,422.2,212.3,622,418.8333333,422.2,622,282,282,282,282,282,282
Reptilia,Squamata,Anguimorpha,Varanidae,Varanus,Varanus_similis,189.1,162.7,130.71,160.8366667,162.7,189.1,220,208.12,220,216.04,220,220
Reptilia,Squamata,Anguimorpha,Varanidae,Varanus,Varanus_spenceri,4352,1469,3755.575,3192.191667,3755.575,4352,580,487.5,580,549.1666667,580,580
Reptilia,Squamata,Anguimorpha,Varanidae,Varanus,Varanus_spinulosus,635.6,NA,1287,961.3,961.3,1287,320,475.5,320,371.8333333,320,475.5
Reptilia,Squamata,Anguimorpha,Varanidae,Varanus,Varanus_storri,42.8,20.4,26.9,30.03333333,26.9,42.8,139,116.2,139,131.4,139,139
Reptilia,Squamata,Anguimorpha,Varanidae,Varanus,Varanus_telenesetes,180.9,NA,NA,180.9,180.9,180.9,217,NA,217,217,217,217
Reptilia,Squamata,Anguimorpha,Varanidae,Varanus,Varanus_timorensis,436.9,249,290,325.3,290,436.9,285,285,285,285,285,285
Reptilia,Squamata,Anguimorpha,Varanidae,Varanus,Varanus_togianus,1531.8,NA,4345,2938.4,2938.4,4345,420,571,565,518.6666667,565,571
Reptilia,Squamata,Anguimorpha,Varanidae,Varanus,Varanus_tristis,544.1,222,230.58,332.2266667,230.58,544.1,305,233.95,305,281.3166667,305,305
Reptilia,Squamata,Anguimorpha,Varanidae,Varanus,Varanus_varius,10657.2,2242.3,4300,5733.166667,4300,10657.2,765,543.1,765,691.0333333,765,765
Reptilia,Squamata,Anguimorpha,Varanidae,Varanus,Varanus_yemenensis,4599.5,NA,NA,4599.5,4599.5,4599.5,590,492.5,590,557.5,590,590
Reptilia,Squamata,Anguimorpha,Varanidae,Varanus,Varanus_yuwonoi,3291,NA,NA,3291,3291,3291,532,NA,532,532,532,532
Reptilia,Squamata,Anguimorpha,Varanidae,Varanus,Varanus_zugorum,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Reptilia,Squamata,Anguimorpha,Xenosauridae,Xenosaurus,Xenosaurus_agrenon,39.2,25.1,23.59,29.29666667,25.1,39.2,120,110.85,120,116.95,120,120
Reptilia,Squamata,Anguimorpha,Xenosauridae,Xenosaurus,Xenosaurus_grandis,56.5,29.5,23.59,36.53,29.5,56.5,133,110.85,133,125.6166667,133,133
Reptilia,Squamata,Anguimorpha,Xenosauridae,Xenosaurus,Xenosaurus_mendozai,28,25.9,NA,26.95,26.95,28,109.2,NA,115,112.1,112.1,115
Reptilia,Squamata,Anguimorpha,Xenosauridae,Xenosaurus,Xenosaurus_newmanorum,55,23.3,23.59,33.96333333,23.59,55,132,110.85,132,124.95,132,132
Reptilia,Squamata,Anguimorpha,Xenosauridae,Xenosaurus,Xenosaurus_penai,30.6,NA,NA,30.6,30.6,30.6,112,NA,112,112,112,112
Reptilia,Squamata,Anguimorpha,Xenosauridae,Xenosaurus,Xenosaurus_phalaroanthereon,52.1,36.6,NA,44.35,44.35,52.1,130,NA,130,130,130,130
Reptilia,Squamata,Anguimorpha,Xenosauridae,Xenosaurus,Xenosaurus_platyceps,40.3,24.9,19.6,28.26666667,24.9,40.3,121,104.5,123,116.1666667,121,123
Reptilia,Squamata,Anguimorpha,Xenosauridae,Xenosaurus,Xenosaurus_rackhami,39.2,29.5,23.59,30.76333333,29.5,39.2,120,110.85,120,116.95,120,120
Reptilia,Squamata,Anguimorpha,Xenosauridae,Xenosaurus,Xenosaurus_rectocollaris,29.6,18.6,31,26.4,29.6,31,111,108,111,110,111,111
Reptilia,Squamata,Anguimorpha,Xenosauridae,Xenosaurus,Xenosaurus_tzacualtipantecus,22.7,NA,NA,22.7,22.7,22.7,103,NA,122,112.5,112.5,122
Reptilia,Squamata,Gekkota,Carphodactylidae,Carphodactylus,Carphodactylus_laevis,33.9,NA,NA,33.9,33.9,33.9,130,NA,130,130,130,130
Reptilia,Squamata,Gekkota,Carphodactylidae,Nephrurus,Nephrurus_amyae,37,NA,NA,37,37,37,135,NA,140,137.5,137.5,140
Reptilia,Squamata,Gekkota,Carphodactylidae,Nephrurus,Nephrurus_asper,26.4,18,NA,22.2,22.2,26.4,117,NA,117,117,117,117
Reptilia,Squamata,Gekkota,Carphodactylidae,Nephrurus,Nephrurus_deleani,18.3,NA,NA,18.3,18.3,18.3,100,NA,100,100,100,100
Reptilia,Squamata,Gekkota,Carphodactylidae,Nephrurus,Nephrurus_laevissimus,15.4,7.8,7.3,10.16666667,7.8,15.4,93,76.7,100,89.9,93,100
Reptilia,Squamata,Gekkota,Carphodactylidae,Nephrurus,Nephrurus_levis,19.1,9.9,11,13.33333333,11,19.1,102,84.55,105,97.18333333,102,105
Reptilia,Squamata,Gekkota,Carphodactylidae,Nephrurus,Nephrurus_sheai,28.8,26.9,NA,27.85,27.85,28.8,121.4,NA,121.4,121.4,121.4,121.4
Reptilia,Squamata,Gekkota,Carphodactylidae,Nephrurus,Nephrurus_stellatus,16.6,10.5,13.1,13.4,13.1,16.6,96,85,96,92.33333333,96,96
Reptilia,Squamata,Gekkota,Carphodactylidae,Nephrurus,Nephrurus_vertebralis,15.4,10.7,8.4,11.5,10.7,15.4,93,80.3,93,88.76666667,93,93
Reptilia,Squamata,Gekkota,Carphodactylidae,Nephrurus,Nephrurus_wheeleri,18.7,14.2,NA,16.45,16.45,18.7,101,NA,101,101,101,101
Reptilia,Squamata,Gekkota,Carphodactylidae,Orraya,Orraya_occultus,21.9,NA,NA,21.9,21.9,21.9,108,NA,108,108,108,108
Reptilia,Squamata,Gekkota,Carphodactylidae,Phyllurus,Phyllurus_amnicola,24.3,NA,NA,24.3,24.3,24.3,113,NA,113,113,113,113
Reptilia,Squamata,Gekkota,Carphodactylidae,Phyllurus,Phyllurus_caudiannulatus,23.8,NA,NA,23.8,23.8,23.8,112,NA,112,112,112,112
Reptilia,Squamata,Gekkota,Carphodactylidae,Phyllurus,Phyllurus_championae,11,7.5,6.2,8.233333333,7.5,11,80.6,68.7,80.6,76.63333333,80.6,80.6
Reptilia,Squamata,Gekkota,Carphodactylidae,Phyllurus,Phyllurus_gulbaru,15.4,NA,NA,15.4,15.4,15.4,93,NA,93,93,93,93
Reptilia,Squamata,Gekkota,Carphodactylidae,Phyllurus,Phyllurus_isis,18.3,NA,NA,18.3,18.3,18.3,100,NA,100,100,100,100
Reptilia,Squamata,Gekkota,Carphodactylidae,Phyllurus,Phyllurus_kabikabi,11.2,NA,NA,11.2,11.2,11.2,81.1,NA,81.1,81.1,81.1,81.1
Reptilia,Squamata,Gekkota,Carphodactylidae,Phyllurus,Phyllurus_nepthys,19.6,NA,NA,19.6,19.6,19.6,103,NA,103,103,103,103
Reptilia,Squamata,Gekkota,Carphodactylidae,Phyllurus,Phyllurus_ossa,13.9,NA,NA,13.9,13.9,13.9,89,NA,89,89,89,89
Reptilia,Squamata,Gekkota,Carphodactylidae,Phyllurus,Phyllurus_platurus,22.9,12.9,13.76,16.52,13.76,22.9,110,87.63,110,102.5433333,110,110
Reptilia,Squamata,Gekkota,Carphodactylidae,Saltuarius,Saltuarius_cornutus,55.2,NA,70.46,62.83,62.83,70.46,160,153.9,160,157.9666667,160,160
Reptilia,Squamata,Gekkota,Carphodactylidae,Saltuarius,Saltuarius_eximius,28,NA,NA,28,28,28,120,NA,120,120,120,120
Reptilia,Squamata,Gekkota,Carphodactylidae,Saltuarius,Saltuarius_kateae,22.9,NA,NA,22.9,22.9,22.9,110,NA,110,110,110,110
Reptilia,Squamata,Gekkota,Carphodactylidae,Saltuarius,Saltuarius_moritzi,22.5,22.5,NA,22.5,22.5,22.5,109.3,NA,109.3,109.3,109.3,109.3
Reptilia,Squamata,Gekkota,Carphodactylidae,Saltuarius,Saltuarius_salebrosus,43.1,NA,NA,43.1,43.1,43.1,144,NA,144,144,144,144
Reptilia,Squamata,Gekkota,Carphodactylidae,Saltuarius,Saltuarius_swaini,36.4,30.5,NA,33.45,33.45,36.4,134,NA,135,134.5,134.5,135
Reptilia,Squamata,Gekkota,Carphodactylidae,Saltuarius,Saltuarius_wyberba,22.4,19.6,NA,21,21,22.4,109,NA,109,109,109,109
Reptilia,Squamata,Gekkota,Carphodactylidae,Underwoodisaurus,Underwoodisaurus_milii,22.9,10.5,9.6,14.33333333,10.5,22.9,110,88,110,102.6666667,110,110
Reptilia,Squamata,Gekkota,Carphodactylidae,Underwoodisaurus,Underwoodisaurus_seorsus,18.3,NA,NA,18.3,18.3,18.3,100,NA,100,100,100,100
Reptilia,Squamata,Gekkota,Carphodactylidae,Uvidicolus,Uvidicolus_sphyrurus,7.9,NA,NA,7.9,7.9,7.9,70,NA,70,70,70,70
Reptilia,Squamata,Gekkota,Diplodactylidae,Amalosia,Amalosia_jacovae,4.6,2.8,NA,3.7,3.7,4.6,61.6,NA,61.6,61.6,61.6,61.6
Reptilia,Squamata,Gekkota,Diplodactylidae,Amalosia,Amalosia_lesueurii,10.3,5.1,4.71,6.703333333,5.1,10.3,80,64.21,80,74.73666667,80,80
Reptilia,Squamata,Gekkota,Diplodactylidae,Amalosia,Amalosia_obscura,4.7,NA,NA,4.7,4.7,4.7,62,NA,62,62,62,62
Reptilia,Squamata,Gekkota,Diplodactylidae,Amalosia,Amalosia_rhombifer,10.3,2.2,NA,6.25,6.25,10.3,80,NA,80,80,80,80
Reptilia,Squamata,Gekkota,Diplodactylidae,Bavayia,Bavayia_crassicollis,12.9,NA,NA,12.9,12.9,12.9,86,NA,86,86,86,86
Reptilia,Squamata,Gekkota,Diplodactylidae,Bavayia,Bavayia_cyclura,7.5,NA,NA,7.5,7.5,7.5,72,NA,72,72,72,72
Reptilia,Squamata,Gekkota,Diplodactylidae,Bavayia,Bavayia_exsuccida,2,NA,NA,2,2,2,47,NA,47.2,47.1,47.1,47.2
Reptilia,Squamata,Gekkota,Diplodactylidae,Bavayia,Bavayia_geitaina,7.5,NA,NA,7.5,7.5,7.5,72,NA,72,72,72,72
Reptilia,Squamata,Gekkota,Diplodactylidae,Bavayia,Bavayia_goroensis,2.2,NA,NA,2.2,2.2,2.2,48.6,NA,48.6,48.6,48.6,48.6
Reptilia,Squamata,Gekkota,Diplodactylidae,Bavayia,Bavayia_montana,8.8,NA,NA,8.8,8.8,8.8,76,NA,76,76,76,76
Reptilia,Squamata,Gekkota,Diplodactylidae,Bavayia,Bavayia_nubila,6.1,NA,NA,6.1,6.1,6.1,67.3,NA,67.3,67.3,67.3,67.3
Reptilia,Squamata,Gekkota,Diplodactylidae,Bavayia,Bavayia_ornata,6.6,NA,NA,6.6,6.6,6.6,69,NA,69,69,69,69
Reptilia,Squamata,Gekkota,Diplodactylidae,Bavayia,Bavayia_pulchella,2.3,NA,NA,2.3,2.3,2.3,49,NA,49.3,49.15,49.15,49.3
Reptilia,Squamata,Gekkota,Diplodactylidae,Bavayia,Bavayia_robusta,11.6,NA,NA,11.6,11.6,11.6,83,NA,83,83,83,83
Reptilia,Squamata,Gekkota,Diplodactylidae,Bavayia,Bavayia_sauvagii,4.7,NA,NA,4.7,4.7,4.7,62,NA,62,62,62,62
Reptilia,Squamata,Gekkota,Diplodactylidae,Bavayia,Bavayia_septuiclavis,2.5,NA,NA,2.5,2.5,2.5,50,NA,50,50,50,50
Reptilia,Squamata,Gekkota,Diplodactylidae,Correlophus,Correlophus_belepensis,20.2,NA,NA,20.2,20.2,20.2,99.7,NA,99.7,99.7,99.7,99.7
Reptilia,Squamata,Gekkota,Diplodactylidae,Correlophus,Correlophus_ciliatus,45.5,NA,NA,45.5,45.5,45.5,130,NA,130,130,130,130
Reptilia,Squamata,Gekkota,Diplodactylidae,Correlophus,Correlophus_sarasinorum,51.1,NA,NA,51.1,51.1,51.1,135,NA,135,135,135,135
Reptilia,Squamata,Gekkota,Diplodactylidae,Crenadactylus,Crenadactylus_ocellatus,2.5,0.6,0.63,1.243333333,0.63,2.5,50,36.115,36,40.705,36.115,50
Reptilia,Squamata,Gekkota,Diplodactylidae,Dactylocnemis,Dactylocnemis_pacificus,20.4,12.9,19.6,17.63333333,19.6,20.4,100,86.1,100,95.36666667,100,100
Reptilia,Squamata,Gekkota,Diplodactylidae,Dierogekko,Dierogekko_inexpectatus,1.2,NA,NA,1.2,1.2,1.2,39.5,NA,39.5,39.5,39.5,39.5
Reptilia,Squamata,Gekkota,Diplodactylidae,Dierogekko,Dierogekko_insularis,1.4,NA,NA,1.4,1.4,1.4,41.4,NA,41.4,41.4,41.4,41.4
Reptilia,Squamata,Gekkota,Diplodactylidae,Dierogekko,Dierogekko_kaalaensis,1.8,NA,NA,1.8,1.8,1.8,45.4,NA,45.4,45.4,45.4,45.4
Reptilia,Squamata,Gekkota,Diplodactylidae,Dierogekko,Dierogekko_koniambo,1.5,NA,NA,1.5,1.5,1.5,43,NA,43,43,43,43
Reptilia,Squamata,Gekkota,Diplodactylidae,Dierogekko,Dierogekko_nehoueensis,1.3,NA,NA,1.3,1.3,1.3,40.3,NA,40.3,40.3,40.3,40.3
Reptilia,Squamata,Gekkota,Diplodactylidae,Dierogekko,Dierogekko_poumensis,1.1,NA,NA,1.1,1.1,1.1,38.3,NA,38.3,38.3,38.3,38.3
Reptilia,Squamata,Gekkota,Diplodactylidae,Dierogekko,Dierogekko_thomaswhitei,1.8,NA,NA,1.8,1.8,1.8,44.9,NA,44.9,44.9,44.9,44.9
Reptilia,Squamata,Gekkota,Diplodactylidae,Dierogekko,Dierogekko_validiclavis,1.8,NA,NA,1.8,1.8,1.8,45,NA,45,45,45,45
Reptilia,Squamata,Gekkota,Diplodactylidae,Diplodactylus,Diplodactylus_calcicolus,3.9,NA,NA,3.9,3.9,3.9,58,NA,58,58,58,58
Reptilia,Squamata,Gekkota,Diplodactylidae,Diplodactylus,Diplodactylus_capensis,5.9,NA,NA,5.9,5.9,5.9,66.5,NA,66.5,66.5,66.5,66.5
Reptilia,Squamata,Gekkota,Diplodactylidae,Diplodactylus,Diplodactylus_conspicillatus,5.5,4,3.9,4.466666667,4,5.5,65,61.85,65,63.95,65,65
Reptilia,Squamata,Gekkota,Diplodactylidae,Diplodactylus,Diplodactylus_fulleri,2.6,NA,NA,2.6,2.6,2.6,51,NA,51,51,51,51
Reptilia,Squamata,Gekkota,Diplodactylidae,Diplodactylus,Diplodactylus_furcosus,3.7,NA,NA,3.7,3.7,3.7,57,NA,57,57,57,57
Reptilia,Squamata,Gekkota,Diplodactylidae,Diplodactylus,Diplodactylus_galaxias,1.9,NA,NA,1.9,1.9,1.9,46,NA,46,46,46,46
Reptilia,Squamata,Gekkota,Diplodactylidae,Diplodactylus,Diplodactylus_galeatus,3.3,NA,NA,3.3,3.3,3.3,55,NA,60,57.5,57.5,60
Reptilia,Squamata,Gekkota,Diplodactylidae,Diplodactylus,Diplodactylus_granariensis,7.5,3.8,NA,5.65,5.65,7.5,72,NA,72,72,72,72
Reptilia,Squamata,Gekkota,Diplodactylidae,Diplodactylus,Diplodactylus_kenneallyi,2.2,NA,NA,2.2,2.2,2.2,48,NA,47.5,47.75,47.75,48
Reptilia,Squamata,Gekkota,Diplodactylidae,Diplodactylus,Diplodactylus_klugei,3.9,NA,NA,3.9,3.9,3.9,58,NA,58,58,58,58
Reptilia,Squamata,Gekkota,Diplodactylidae,Diplodactylus,Diplodactylus_lateroides,2.6,NA,NA,2.6,2.6,2.6,51,NA,51,51,51,51
Reptilia,Squamata,Gekkota,Diplodactylidae,Diplodactylus,Diplodactylus_mitchelli,9.2,NA,NA,9.2,9.2,9.2,77,NA,77,77,77,77
Reptilia,Squamata,Gekkota,Diplodactylidae,Diplodactylus,Diplodactylus_nebulosus,3.5,NA,NA,3.5,3.5,3.5,56,NA,56,56,56,56
Reptilia,Squamata,Gekkota,Diplodactylidae,Diplodactylus,Diplodactylus_ornatus,3.9,3,2.2,3.033333333,3,3.9,58,54,58,56.66666667,58,58
Reptilia,Squamata,Gekkota,Diplodactylidae,Diplodactylus,Diplodactylus_polyophthalmus,3.5,2.4,3.1,3,3.1,3.5,56,53,56,55,56,56
Reptilia,Squamata,Gekkota,Diplodactylidae,Diplodactylus,Diplodactylus_pulcher,4.7,2.9,2.7,3.433333333,2.9,4.7,62,56,62,60,62,62
Reptilia,Squamata,Gekkota,Diplodactylidae,Diplodactylus,Diplodactylus_savagei,2.5,NA,NA,2.5,2.5,2.5,50,NA,50,50,50,50
Reptilia,Squamata,Gekkota,Diplodactylidae,Diplodactylus,Diplodactylus_tessellatus,3.9,3.1,3.005,3.335,3.1,3.9,58,50.96,58,55.65333333,58,58
Reptilia,Squamata,Gekkota,Diplodactylidae,Diplodactylus,Diplodactylus_vittatus,4.2,NA,NA,4.2,4.2,4.2,59.5,NA,59.5,59.5,59.5,59.5
Reptilia,Squamata,Gekkota,Diplodactylidae,Diplodactylus,Diplodactylus_wiru,4.2,NA,NA,4.2,4.2,4.2,59.5,NA,59.5,59.5,59.5,59.5
Reptilia,Squamata,Gekkota,Diplodactylidae,Eurydactylodes,Eurydactylodes_agricolae,4.3,2.8,NA,3.55,3.55,4.3,60,NA,60,60,60,60
Reptilia,Squamata,Gekkota,Diplodactylidae,Eurydactylodes,Eurydactylodes_occidentalis,3,NA,NA,3,3,3,53.4,NA,53.4,53.4,53.4,53.4
Reptilia,Squamata,Gekkota,Diplodactylidae,Eurydactylodes,Eurydactylodes_symmetricus,4.4,NA,NA,4.4,4.4,4.4,60.3,NA,60.3,60.3,60.3,60.3
Reptilia,Squamata,Gekkota,Diplodactylidae,Eurydactylodes,Eurydactylodes_vieillardi,4.4,2.6,NA,3.5,3.5,4.4,60.3,NA,60.3,60.3,60.3,60.3
Reptilia,Squamata,Gekkota,Diplodactylidae,Hesperoedura,Hesperoedura_reticulata,7.2,5.3,4.26,5.586666667,5.3,7.2,71,67.565,71,69.855,71,71
Reptilia,Squamata,Gekkota,Diplodactylidae,Hoplodactylus,Hoplodactylus_delcourti,1114.4,NA,NA,1114.4,1114.4,1114.4,370,NA,370,370,370,370
Reptilia,Squamata,Gekkota,Diplodactylidae,Hoplodactylus,Hoplodactylus_duvaucelii,87.6,32.1,118,79.23333333,87.6,118,161,160,161,160.6666667,161,161
Reptilia,Squamata,Gekkota,Diplodactylidae,Lucasium,Lucasium_alboguttatum,3.7,1.9,2.9,2.833333333,2.9,3.7,57,56,57,56.66666667,57,57
Reptilia,Squamata,Gekkota,Diplodactylidae,Lucasium,Lucasium_bungabinna,3.9,NA,NA,3.9,3.9,3.9,58,NA,58,58,58,58
Reptilia,Squamata,Gekkota,Diplodactylidae,Lucasium,Lucasium_byrnei,3.6,NA,NA,3.6,3.6,3.6,56.5,NA,56.5,56.5,56.5,56.5
Reptilia,Squamata,Gekkota,Diplodactylidae,Lucasium,Lucasium_damaeum,3.7,3,2.775,3.158333333,3,3.7,57.3,52.825,60,56.70833333,57.3,60
Reptilia,Squamata,Gekkota,Diplodactylidae,Lucasium,Lucasium_immaculatum,12.4,NA,NA,12.4,12.4,12.4,85,NA,85,85,85,85
Reptilia,Squamata,Gekkota,Diplodactylidae,Lucasium,Lucasium_maini,3.1,1.9,NA,2.5,2.5,3.1,54,NA,54,54,54,54
Reptilia,Squamata,Gekkota,Diplodactylidae,Lucasium,Lucasium_occultum,1.3,NA,NA,1.3,1.3,1.3,41,NA,41,41,41,41
Reptilia,Squamata,Gekkota,Diplodactylidae,Lucasium,Lucasium_squarrosum,3.7,2.9,2,2.866666667,2.9,3.7,57,53.5,57,55.83333333,57,57
Reptilia,Squamata,Gekkota,Diplodactylidae,Lucasium,Lucasium_steindachneri,4.1,NA,NA,4.1,4.1,4.1,59,NA,59,59,59,59
Reptilia,Squamata,Gekkota,Diplodactylidae,Lucasium,Lucasium_stenodactylum,4.9,3,5.6,4.5,4.9,5.6,62.5,53.5,62.5,59.5,62.5,62.5
Reptilia,Squamata,Gekkota,Diplodactylidae,Lucasium,Lucasium_wombeyi,3.1,NA,NA,3.1,3.1,3.1,54,NA,54,54,54,54
Reptilia,Squamata,Gekkota,Diplodactylidae,Mniarogekko,Mniarogekko_chahoua,66.3,NA,NA,66.3,66.3,66.3,147,NA,147,147,147,147
Reptilia,Squamata,Gekkota,Diplodactylidae,Mniarogekko,Mniarogekko_jalu,56.5,NA,NA,56.5,56.5,56.5,139.5,NA,139.5,139.5,139.5,139.5
Reptilia,Squamata,Gekkota,Diplodactylidae,Mokopirirakau,Mokopirirakau_cryptozoicus,13.3,NA,18.4,15.85,15.85,18.4,87,87,87,87,87,87
Reptilia,Squamata,Gekkota,Diplodactylidae,Mokopirirakau,Mokopirirakau_granulatus,17.5,NA,NA,17.5,17.5,17.5,95,NA,95,95,95,95
Reptilia,Squamata,Gekkota,Diplodactylidae,Mokopirirakau,Mokopirirakau_kahutarae,15.3,NA,NA,15.3,15.3,15.3,91,NA,91,91,91,91
Reptilia,Squamata,Gekkota,Diplodactylidae,Mokopirirakau,Mokopirirakau_nebulosus,12.4,NA,NA,12.4,12.4,12.4,85,NA,85,85,85,85
Reptilia,Squamata,Gekkota,Diplodactylidae,Naultinus,Naultinus_elegans,6.9,NA,NA,6.9,6.9,6.9,70,NA,70,70,70,70
Reptilia,Squamata,Gekkota,Diplodactylidae,Naultinus,Naultinus_gemmeus,10.3,6.7,6.63,7.876666667,6.7,10.3,80,68.12,80,76.04,80,80
Reptilia,Squamata,Gekkota,Diplodactylidae,Naultinus,Naultinus_grayii,17.5,13.3,NA,15.4,15.4,17.5,95,NA,95,95,95,95
Reptilia,Squamata,Gekkota,Diplodactylidae,Naultinus,Naultinus_manukanus,10.7,8,7.665,8.788333333,8,10.7,81,70.85,81,77.61666667,81,81
Reptilia,Squamata,Gekkota,Diplodactylidae,Naultinus,Naultinus_punctatus,17.5,NA,NA,17.5,17.5,17.5,95,NA,95,95,95,95
Reptilia,Squamata,Gekkota,Diplodactylidae,Naultinus,Naultinus_rudis,7.5,NA,NA,7.5,7.5,7.5,72,NA,72,72,72,72
Reptilia,Squamata,Gekkota,Diplodactylidae,Naultinus,Naultinus_stellatus,10.3,NA,NA,10.3,10.3,10.3,80,NA,80,80,80,80
Reptilia,Squamata,Gekkota,Diplodactylidae,Naultinus,Naultinus_tuberculatus,12.4,NA,NA,12.4,12.4,12.4,85,NA,85,85,85,85
Reptilia,Squamata,Gekkota,Diplodactylidae,Nebulifera,Nebulifera_robusta,12.4,NA,NA,12.4,12.4,12.4,85,NA,85,85,85,85
Reptilia,Squamata,Gekkota,Diplodactylidae,Oedodera,Oedodera_marmorata,4.5,NA,NA,4.5,4.5,4.5,61,NA,65,63,63,65
Reptilia,Squamata,Gekkota,Diplodactylidae,Oedura,Oedura_castelnaui,18.6,18.6,16.645,17.94833333,18.6,18.6,97,97.635,97,97.21166667,97,97.635
Reptilia,Squamata,Gekkota,Diplodactylidae,Oedura,Oedura_coggeri,10.5,NA,NA,10.5,10.5,10.5,80.4,NA,80.4,80.4,80.4,80.4
Reptilia,Squamata,Gekkota,Diplodactylidae,Oedura,Oedura_filicipoda,24.4,NA,NA,24.4,24.4,24.4,106,NA,106,106,106,106
